iter	Passed	Remaining
679	9050	390247
680	9062	390174
681	9075	390134
682	9087	390077
683	9101	390073
684	9115	390099
685	9133	390276
686	9144	390198
687	9158	390201
688	9171	390167
689	9182	390061
690	9196	390065
691	9211	390131
692	9225	390127
693	9237	390097
694	9253	390186
695	9264	390078
696	9279	390126
697	9291	390035
698	9305	390087
699	9320	390137
700	9336	390221
701	9347	390108
702	9356	389920
703	9371	389982
704	9386	390039
705	9398	389957
706	9410	389902
707	9424	389919
708	9439	389961
709	9453	389974
710	9465	389912
711	9477	389864
712	9491	389854
713	9504	389838
714	9517	389804
715	9531	389817
716	9542	389738
717	9557	389793
718	9571	389785
719	9587	389875
720	9599	389826
721	9615	389926
722	9628	389902
723	9638	389746
724	9650	389699
725	9665	389734
726	9681	389824
727	9694	389816
728	9710	389884
729	9721	389801
730	9734	389764
731	9748	389776
732	9760	389705
733	9772	389663
734	9786	389672
735	9798	389585
736	9809	389472
737	9823	389487
738	9836	389463
739	9850	389507
740	9863	389485
741	9878	389528
742	9889	389416
743	9902	389374
744	9915	389379
745	9930	389417
746	9943	389378
747	9953	389235
748	9966	389216
749	9976	389093
750	9990	389092
751	10004	389111
752	10014	388974
753	10025	388869
754	10040	388910
755	10055	388956
756	10071	389057
757	10083	389000
758	10097	389009
759	10108	388912
760	10121	388877
761	10132	388801
762	10145	388741
763	10157	388685
764	10170	388667
765	10183	388640
766	10198	388683
767	10209	388616
768	10224	388633
769	10240	388732
770	10252	388658
771	10263	388582
772	10276	388537
773	10289	388514
774	10303	388547
775	10316	388525
776	10328	388442
777	10340	388400
778	10354	388419
779	10368	388428
780	10382	388418
781	10397	388476
782	10415	388633
783	10429	388674
784	10445	388756
785	10457	388699
786	10473	388756
787	10487	388798
788	10501	388802
789	10514	388780
790	10527	388732
791	10540	388710
792	10552	388660
793	10566	388666
794	10583	388781
795	10596	388781
796	10607	388681
797	10623	388742
798	10637	388752
799	10647	388650
800	10663	388729
801	10676	388684
802	10690	388696
803	10707	388813
804	10718	388741
805	10731	388696
806	10747	388796
807	10759	388715
808	10773	388736
809	10786	388712
810	10798	388669
811	10811	388619
812	10824	388586
813	10837	388572
814	10852	388609
815	10865	388596
816	10880	388635
817	10892	388589
818	10905	388572
819	10918	388540
820	10930	388496
821	10948	388620
822	10960	388573
823	10972	388501
824	10987	388568
825	10999	388492
826	11015	388593
827	11027	388510
828	11038	388423
829	11054	388489
830	11067	388476
831	11078	388392
832	11090	388331
833	11104	388333
834	11116	388279
835	11129	388269
836	11141	388181
837	11154	388171
838	11168	388169
839	11183	388229
840	11196	388209
841	11211	388254
842	11224	388236
843	11236	388150
844	11249	388125
845	11263	388149
846	11276	388133
847	11291	388187
848	11305	388197
849	11316	388093
850	11328	388041
851	11340	387979
852	11354	387997
853	11369	388013
854	11386	388126
855	11399	388125
856	11414	388145
857	11428	388179
858	11441	388158
859	11454	388132
860	11467	388087
861	11478	388007
862	11492	388021
863	11506	388036
864	11518	387981
865	11532	387970
866	11546	387982
867	11558	387945
868	11572	387932
869	11584	387866
870	11598	387906
871	11612	387915
872	11623	387807
873	11639	387877
874	11654	387931
875	11670	388013
876	11684	388017
877	11698	388011
878	11710	387962
879	11724	387986
880	11741	388089
881	11755	388077
882	11770	388148
883	11782	388068
884	11801	388248
885	11814	388225
886	11831	388337
887	11843	388278
888	11858	388315
889	11872	388308
890	11884	388262
891	11896	388201
892	11911	388235
893	11929	388389
894	11948	388569
895	11962	388551
896	11975	388540
897	11989	388539
898	12006	388645
899	12018	388608
900	12033	388653
901	12049	388696
902	12061	388666
903	12077	388713
904	12091	388745
905	12105	388746
906	12121	388797
907	12136	388845
908	12150	388850
909	12164	388857
910	12177	388836
911	12193	388914
912	12207	388920
913	12224	389010
914	12240	389074
915	12252	389045
916	12269	389122
917	12282	389106
918	12293	389032
919	12307	389035
920	12323	389108
921	12337	389091
922	12348	389017
923	12360	388962
924	12372	388886
925	12385	388880
926	12402	388978
927	12418	389042
928	12430	389000
929	12441	388907
930	12456	388938
931	12473	389024
932	12486	388996
933	12497	388922
934	12512	388968
935	12528	389024
936	12540	388967
937	12555	388993
938	12569	388999
939	12580	388922
940	12594	388933
941	12606	388872
942	12619	388839
943	12636	388935
944	12653	389030
945	12669	389109
946	12685	389175
947	12698	389147
948	12716	389276
949	12731	389309
950	12743	389259
951	12760	389347
952	12773	389344
953	12789	389403
954	12803	389386
955	12818	389443
956	12835	389544
957	12852	389626
958	12868	389704
959	12885	389774
960	12901	389839
961	12914	389814
962	12926	389764
963	12942	389836
964	12955	389801
965	12966	389706
966	12980	389734
967	12993	389697
968	13007	389692
969	13021	389704
970	13036	389727
971	13047	389667
972	13060	389628
973	13075	389659
974	13093	389773
975	13105	389729
976	13118	389688
977	13132	389699
978	13146	389694
979	13159	389688
980	13174	389725
981	13190	389763
982	13205	389814
983	13220	389855
984	13234	389832
985	13246	389799
986	13263	389869
987	13280	389969
988	13294	389990
989	13309	390022
990	13323	390019
991	13341	390129
992	13354	390104
993	13370	390173
994	13388	390274
995	13404	390354
996	13419	390366
997	13434	390397
998	13448	390408
999	13464	390481
1000	13478	390477
1001	13492	390466
1002	13525	391027
1003	13539	391028
1004	13552	391010
1005	13565	390977
1006	13579	390971
1007	13597	391077
1008	13607	390984
1009	13619	390912
1010	13634	390947
1011	13650	391003
1012	13668	391124
1013	13684	391172
1014	13696	391116
1015	13713	391225
1016	13726	391188
1017	13739	391162
1018	13753	391170
1019	13767	391147
1020	13780	391137
1021	13792	391084
1022	13808	391136
1023	13822	391142
1024	13837	391167
1025	13852	391201
1026	13869	391278
1027	13884	391308
1028	13897	391274
1029	13910	391252
1030	13924	391249
1031	13938	391245
1032	13952	391237
1033	13964	391186
1034	13976	391134
1035	13988	391076
1036	14001	391068
1037	14015	391062
1038	14028	391038
1039	14041	391006
1040	14053	390944
1041	14067	390955
1042	14081	390958
1043	14099	391064
1044	14114	391084
1045	14128	391085
1046	14142	391096
1047	14155	391064
1048	14170	391081
1049	14183	391049
1050	14195	391008
1051	14209	390991
1052	14221	390944
1053	14232	390878
1054	14244	390806
1055	14258	390813
1056	14273	390848
1057	14288	390868
1058	14299	390785
1059	14313	390793
1060	14329	390843
1061	14343	390828
1062	14356	390818
1063	14368	390759
1064	14380	390710
1065	14393	390688
1066	14406	390659
1067	14417	390576
1068	14430	390532
1069	14443	390524
1070	14459	390574
1071	14471	390519
1072	14485	390519
1073	14498	390494
1074	14514	390535
1075	14526	390498
1076	14536	390380
1077	14546	390282
1078	14563	390344
1079	14579	390397
1080	14593	390398
1081	14605	390357
1082	14620	390386
1083	14634	390370
1084	14652	390495
1085	14666	390474
1086	14678	390436
1087	14693	390459
1088	14709	390518
1089	14722	390486
1090	14738	390543
1091	14751	390517
1092	14764	390482
1093	14778	390488
1094	14793	390495
1095	14805	390463
1096	14822	390542
1097	14840	390641
1098	14852	390585
1099	14863	390491
1100	14878	390540
1101	14893	390545
1102	14908	390590
1103	14925	390651
1104	14937	390617
1105	14950	390587
1106	14969	390698
1107	14983	390705
1108	14997	390701
1109	15013	390752
1110	15028	390781
1111	15041	390746
1112	15058	390830
1113	15071	390803
1114	15084	390774
1115	15100	390825
1116	15114	390819
1117	15128	390834
1118	15142	390828
1119	15159	390896
1120	15171	390855
1121	15185	390848
1122	15202	390908
1123	15214	390869
1124	15230	390905
1125	15246	390954
1126	15260	390960
1127	15274	390971
1128	15291	391041
1129	15302	390967
1130	15316	390948
1131	15330	390962
1132	15343	390922
1133	15356	390910
1134	15369	390864
1135	15383	390873
1136	15402	391003
1137	15422	391144
1138	15438	391182
1139	15454	391235
1140	15469	391257
1141	15482	391248
1142	15497	391249
1143	15512	391278
1144	15526	391271
1145	15543	391352
1146	15559	391411
1147	15571	391353
1148	15585	391356
1149	15615	391740
1150	15630	391764
1151	15643	391741
1152	15661	391845
1153	15676	391866
1154	15688	391798
1155	15704	391847
1156	15718	391853
1157	15731	391808
1158	15742	391743
1159	15756	391735
1160	15771	391758
1161	15786	391779
1162	15800	391774
1163	15814	391777
1164	15828	391773
1165	15845	391845
1166	15858	391803
1167	15871	391794
1168	15887	391830
1169	15902	391846
1170	15918	391903
1171	15931	391878
1172	15944	391834
1173	15960	391877
1174	15972	391830
1175	15985	391818
1176	15999	391806
1177	16012	391783
1178	16025	391755
1179	16043	391838
1180	16057	391848
1181	16071	391838
1182	16083	391792
1183	16095	391727
1184	16105	391638
1185	16120	391644
1186	16136	391700
1187	16149	391659
1188	16161	391624
1189	16176	391633
1190	16189	391616
1191	16204	391630
1192	16218	391612
1193	16232	391615
1194	16247	391632
1195	16263	391695
1196	16276	391661
1197	16290	391642
1198	16310	391792
1199	16321	391727
1200	16333	391671
1201	16348	391687
1202	16360	391638
1203	16372	391571
1204	16385	391558
1205	16398	391521
1206	16414	391577
1207	16426	391515
1208	16436	391422
1209	16450	391413
1210	16465	391423
1211	16479	391424
1212	16495	391481
1213	16510	391497
1214	16523	391453
1215	16533	391376
1216	16548	391395
1217	16561	391357
1218	16575	391350
1219	16591	391396
1220	16606	391414
1221	16619	391396
1222	16634	391415
1223	16654	391532
1224	16670	391580
1225	16684	391588
1226	16696	391537
1227	16712	391571
1228	16724	391530
1229	16738	391516
1230	16751	391481
1231	16763	391445
1232	16778	391466
1233	16790	391400
1234	16805	391435
1235	16823	391511
1236	16836	391486
1237	16852	391534
1238	16870	391605
1239	16887	391684
1240	16902	391707
1241	16914	391650
1242	16929	391676
1243	16942	391643
1244	16959	391707
1245	16972	391686
1246	16988	391710
1247	17000	391664
1248	17015	391679
1249	17027	391636
1250	17043	391679
1251	17058	391692
1252	17074	391735
1253	17089	391743
1254	17103	391750
1255	17117	391737
1256	17128	391676
1257	17144	391718
1258	17159	391716
1259	17172	391689
1260	17184	391654
1261	17200	391688
1262	17212	391634
1263	17226	391634
1264	17240	391629
1265	17255	391641
1266	17269	391636
1267	17281	391581
1268	17296	391600
1269	17310	391601
1270	17323	391572
1271	17338	391582
1272	17352	391593
1273	17365	391559
1274	17375	391460
1275	17385	391372
1276	17397	391324
1277	17407	391229
1278	17421	391220
1279	17435	391208
1280	17450	391218
1281	17463	391194
1282	17477	391197
1283	17492	391202
1284	17507	391222
1285	17522	391236
1286	17538	391287
1287	17548	391200
1288	17560	391141
1289	17574	391135
1290	17587	391115
1291	17601	391111
1292	17615	391099
1293	17631	391126
1294	17648	391197
1295	17664	391233
1296	17677	391206
1297	17688	391136
1298	17704	391177
1299	17720	391217
1300	17734	391209
1301	17747	391175
1302	17764	391242
1303	17780	391270
1304	17792	391224
1305	17807	391255
1306	17821	391246
1307	17835	391232
1308	17848	391200
1309	17860	391158
1310	17874	391145
1311	17889	391170
1312	17906	391222
1313	17919	391206
1314	17933	391200
1315	17947	391193
1316	17961	391191
1317	17979	391263
1318	17993	391269
1319	18006	391232
1320	18020	391234
1321	18037	391278
1322	18050	391248
1323	18062	391213
1324	18077	391214
1325	18095	391295
1326	18110	391325
1327	18123	391286
1328	18135	391242
1329	18146	391177
1330	18159	391141
1331	18173	391133
1332	18186	391112
1333	18201	391128
1334	18211	391044
1335	18225	391028
1336	18240	391055
1337	18254	391040
1338	18267	391010
1339	18283	391039
1340	18295	391008
1341	18311	391042
1342	18326	391044
1343	18341	391064
1344	18353	391014
1345	18368	391038
1346	18380	390977
1347	18391	390916
1348	18403	390861
1349	18418	390870
1350	18431	390852
1351	18445	390853
1352	18463	390920
1353	18475	390884
1354	18486	390801
1355	18497	390742
1356	18509	390691
1357	18524	390700
1358	18536	390667
1359	18551	390674
1360	18563	390629
1361	18579	390662
1362	18592	390623
1363	18606	390626
1364	18623	390678
1365	18640	390732
1366	18656	390767
1367	18668	390730
1368	18684	390758
1369	18695	390690
1370	18711	390738
1371	18724	390698
1372	18735	390636
1373	18748	390598
1374	18763	390627
1375	18779	390648
1376	18794	390679
1377	18805	390607
1378	18818	390571
1379	18833	390600
1380	18847	390581
1381	18858	390524
1382	18871	390491
1383	18882	390413
1384	18897	390440
1385	18910	390415
1386	18922	390362
1387	18937	390367
1388	18948	390299
1389	18962	390305
1390	18975	390279
1391	18990	390282
1392	19005	390299
1393	19020	390309
1394	19035	390339
1395	19049	390327
1396	19061	390281
1397	19072	390212
1398	19089	390260
1399	19104	390287
1400	19118	390272
1401	19131	390249
1402	19145	390233
1403	19156	390173
1404	19168	390120
1405	19183	390137
1406	19197	390138
1407	19213	390166
1408	19226	390135
1409	19240	390131
1410	19256	390175
1411	19268	390125
1412	19284	390152
1413	19297	390131
1414	19309	390083
1415	19323	390070
1416	19338	390084
1417	19351	390061
1418	19363	390013
1419	19379	390037
1420	19392	390019
1421	19404	389974
1422	19417	389942
1423	19430	389916
1424	19442	389865
1425	19457	389889
1426	19469	389832
1427	19483	389830
1428	19499	389857
1429	19513	389853
1430	19529	389901
1431	19545	389918
1432	19556	389861
1433	19572	389890
1434	19586	389897
1435	19600	389883
1436	19616	389915
1437	19633	389957
1438	19649	390007
1439	19661	389961
1440	19672	389883
1441	19687	389890
1442	19701	389892
1443	19715	389882
1444	19727	389840
1445	19739	389794
1446	19752	389776
1447	19768	389804
1448	19789	389926
1449	19802	389894
1450	19815	389878
1451	19832	389920
1452	19849	389974
1453	19861	389928
1454	19873	389887
1455	19887	389879
1456	19903	389912
1457	19920	389959
1458	19932	389919
1459	19945	389885
1460	19958	389869
1461	19972	389862
1462	19984	389821
1463	19997	389796
1464	20012	389796
1465	20023	389731
1466	20039	389768
1467	20050	389704
1468	20066	389732
1469	20082	389756
1470	20096	389760
1471	20108	389715
1472	20123	389730
1473	20138	389738
1474	20153	389748
1475	20164	389690
1476	20177	389652
1477	20191	389649
1478	20206	389660
1479	20221	389666
1480	20233	389627
1481	20243	389544
1482	20256	389511
1483	20274	389582
1484	20286	389545
1485	20300	389537
1486	20315	389543
1487	20331	389584
1488	20344	389550
1489	20358	389539
1490	20371	389517
1491	20381	389438
1492	20398	389491
1493	20418	389587
1494	20431	389566
1495	20444	389545
1496	20459	389554
1497	20475	389572
1498	20486	389517
1499	20502	389549
1500	20515	389517
1501	20530	389525
1502	20544	389529
1503	20557	389494
1504	20571	389496
1505	20585	389474
1506	20602	389532
1507	20618	389563
1508	20630	389524
1509	20648	389582
1510	20663	389596
1511	20674	389532
1512	20689	389553
1513	20706	389602
1514	20721	389598
1515	20735	389599
1516	20751	389624
1517	20764	389609
1518	20778	389596
1519	20795	389641
1520	20806	389584
1521	20823	389632
1522	20841	389696
1523	20855	389684
1524	20867	389645
1525	20879	389598
1526	20895	389632
1527	20912	389675
1528	20923	389613
1529	20938	389627
1530	20953	389634
1531	20969	389669
1532	20984	389667
1533	20999	389676
1534	21013	389676
1535	21027	389661
1536	21042	389685
1537	21056	389668
1538	21071	389670
1539	21086	389695
1540	21100	389683
1541	21111	389626
1542	21123	389577
1543	21137	389569
1544	21150	389540
1545	21166	389559
1546	21177	389507
1547	21191	389504
1548	21205	389491
1549	21218	389470
1550	21229	389394
1551	21242	389372
1552	21255	389352
1553	21270	389361
1554	21283	389328
1555	21294	389259
1556	21306	389218
1557	21319	389201
1558	21335	389220
1559	21349	389218
1560	21361	389166
1561	21373	389134
1562	21384	389063
1563	21398	389065
1564	21411	389025
1565	21422	388963
1566	21434	388926
1567	21446	388883
1568	21459	388863
1569	21472	388822
1570	21485	388799
1571	21497	388752
1572	21510	388742
1573	21523	388709
1574	21535	388671
1575	21549	388660
1576	21564	388673
1577	21577	388634
1578	21593	388674
1579	21608	388680
1580	21622	388666
1581	21639	388725
1582	21654	388727
1583	21667	388695
1584	21679	388650
1585	21692	388624
1586	21704	388596
1587	21717	388570
1588	21732	388581
1589	21744	388520
1590	21760	388554
1591	21774	388556
1592	21790	388585
1593	21805	388581
1594	21822	388626
1595	21838	388654
1596	21853	388665
1597	21869	388690
1598	21882	388664
1599	21895	388642
1600	21910	388661
1601	21924	388647
1602	21937	388625
1603	21951	388613
1604	21967	388646
1605	21981	388626
1606	21993	388586
1607	22006	388555
1608	22022	388588
1609	22038	388610
1610	22051	388594
1611	22065	388576
1612	22076	388522
1613	22092	388541
1614	22102	388475
1615	22116	388470
1616	22129	388430
1617	22147	388498
1618	22163	388520
1619	22178	388533
1620	22192	388521
1621	22206	388517
1622	22217	388464
1623	22228	388389
1624	22243	388404
1625	22255	388363
1626	22268	388338
1627	22285	388376
1628	22297	388345
1629	22311	388325
1630	22324	388299
1631	22340	388333
1632	22353	388307
1633	22370	388357
1634	22387	388388
1635	22401	388377
1636	22415	388374
1637	22428	388342
1638	22443	388351
1639	22455	388322
1640	22468	388296
1641	22482	388285
1642	22497	388296
1643	22510	388257
1644	22523	388236
1645	22538	388253
1646	22550	388207
1647	22567	388255
1648	22583	388281
1649	22596	388256
1650	22607	388195
1651	22618	388126
1652	22632	388114
1653	22647	388137
1654	22664	388166
1655	22675	388108
1656	22689	388100
1657	22706	388141
1658	22720	388145
1659	22734	388126
1660	22749	388135
1661	22765	388168
1662	22777	388123
1663	22791	388110
1664	22804	388093
1665	22819	388096
1666	22834	388097
1667	22846	388065
1668	22859	388034
1669	22874	388043
1670	22887	388026
1671	22900	387997
