iter	Passed	Remaining
8545	129875	326042
8546	129899	326049
8547	129931	326074
8548	129957	326088
8549	129987	326109
8550	130014	326122
8551	130039	326133
8552	130063	326139
8553	130089	326150
8554	130114	326160
8555	130141	326175
8556	130171	326198
8557	130196	326206
8558	130226	326227
8559	130252	326239
8560	130281	326259
8561	130305	326264
8562	130321	326252
8563	130348	326267
8564	130371	326272
8565	130396	326281
8566	130424	326298
8567	130452	326314
8568	130478	326325
8569	130500	326328
8570	130526	326337
8571	130552	326349
8572	130575	326355
8573	130606	326378
8574	130633	326394
8575	130663	326414
8576	130688	326423
8577	130714	326436
8578	130742	326451
8579	130768	326464
8580	130798	326485
8581	130823	326495
8582	130849	326505
8583	130875	326518
8584	130904	326536
8585	130928	326544
8586	130955	326558
8587	130981	326569
8588	131013	326596
8589	131045	326622
8590	131071	326633
8591	131093	326634
8592	131120	326649
8593	131147	326662
8594	131169	326664
8595	131194	326673
8596	131221	326688
8597	131248	326700
8598	131276	326718
8599	131305	326736
8600	131330	326746
8601	131358	326761
8602	131389	326787
8603	131422	326814
8604	131446	326821
8605	131471	326830
8606	131501	326851
8607	131531	326872
8608	131555	326879
8609	131580	326888
8610	131606	326899
8611	131635	326918
8612	131661	326929
8613	131688	326943
8614	131719	326966
8615	131744	326976
8616	131774	326998
8617	131800	327007
8618	131824	327013
8619	131854	327034
8620	131880	327047
8621	131904	327052
8622	131931	327067
8623	131956	327076
8624	131990	327107
8625	132019	327125
8626	132045	327137
8627	132070	327145
8628	132101	327168
8629	132130	327188
8630	132160	327207
8631	132190	327228
8632	132218	327244
8633	132244	327256
8634	132269	327265
8635	132291	327266
8636	132318	327279
8637	132346	327295
8638	132375	327313
8639	132401	327325
8640	132427	327338
8641	132450	327341
8642	132478	327357
8643	132503	327365
8644	132526	327368
8645	132552	327380
8646	132573	327378
8647	132596	327382
8648	132621	327390
8649	132642	327388
8650	132668	327399
8651	132689	327398
8652	132711	327399
8653	132736	327407
8654	132762	327420
8655	132786	327425
8656	132814	327442
8657	132840	327452
8658	132863	327454
8659	132887	327460
8660	132916	327478
8661	132939	327482
8662	132964	327492
8663	132991	327505
8664	133018	327518
8665	133044	327529
8666	133076	327554
8667	133104	327569
8668	133130	327582
8669	133155	327591
8670	133179	327596
8671	133206	327608
8672	133232	327619
8673	133254	327621
8674	133283	327639
8675	133312	327658
8676	133335	327661
8677	133362	327674
8678	133390	327690
8679	133418	327704
8680	133438	327702
8681	133461	327704
8682	133486	327712
8683	133510	327718
8684	133534	327723
8685	133560	327734
8686	133584	327740
8687	133615	327764
8688	133639	327768
8689	133667	327785
8690	133689	327785
8691	133713	327792
8692	133736	327795
8693	133759	327797
8694	133786	327810
8695	133811	327820
8696	133841	327839
8697	133867	327849
8698	133893	327861
8699	133923	327882
8700	133950	327895
8701	133976	327905
8702	134003	327917
8703	134030	327930
8704	134053	327934
8705	134078	327942
8706	134102	327948
8707	134126	327954
8708	134157	327976
8709	134187	327996
8710	134215	328012
8711	134239	328018
8712	134262	328021
8713	134288	328031
8714	134312	328036
8715	134340	328052
8716	134364	328057
8717	134391	328070
8718	134415	328076
8719	134441	328087
8720	134470	328104
8721	134492	328104
8722	134518	328115
8723	134541	328119
8724	134564	328120
8725	134590	328130
8726	134620	328151
8727	134650	328171
8728	134679	328189
8729	134705	328199
8730	134731	328210
8731	134757	328221
8732	134779	328220
8733	134804	328228
8734	134830	328240
8735	134859	328255
8736	134884	328264
8737	134911	328278
8738	134937	328288
8739	134964	328300
8740	134991	328313
8741	135024	328340
8742	135053	328357
8743	135077	328362
8744	135105	328378
8745	135129	328383
8746	135160	328405
8747	135182	328405
8748	135216	328436
8749	135246	328455
8750	135275	328474
8751	135297	328474
8752	135323	328484
8753	135347	328488
8754	135377	328508
8755	135408	328530
8756	135427	328524
8757	135459	328549
8758	135491	328573
8759	135520	328591
8760	135545	328598
8761	135573	328613
8762	135599	328624
8763	135629	328642
8764	135654	328651
8765	135676	328651
8766	135698	328652
8767	135726	328665
8768	135750	328671
8769	135771	328668
8770	135794	328671
8771	135822	328686
8772	135851	328702
8773	135877	328713
8774	135904	328726
8775	135932	328741
8776	135956	328746
8777	135984	328761
8778	136011	328772
8779	136032	328770
8780	136058	328781
8781	136083	328787
8782	136110	328801
8783	136140	328819
8784	136163	328822
8785	136189	328832
8786	136213	328837
8787	136239	328846
8788	136268	328864
8789	136296	328880
8790	136330	328908
8791	136354	328913
8792	136382	328927
8793	136409	328939
8794	136431	328940
8795	136456	328947
8796	136480	328953
8797	136508	328966
8798	136535	328980
8799	136563	328993
8800	136594	329015
8801	136621	329027
8802	136645	329031
8803	136670	329039
8804	136696	329050
8805	136721	329057
8806	136753	329082
8807	136784	329103
8808	136809	329108
8809	136834	329116
8810	136863	329134
8811	136895	329158
8812	136922	329171
8813	136949	329181
8814	136976	329193
8815	137005	329210
8816	137031	329221
8817	137057	329231
8818	137086	329247
8819	137115	329263
8820	137139	329268
8821	137164	329276
8822	137193	329292
8823	137220	329305
8824	137251	329325
8825	137279	329340
8826	137306	329353
8827	137331	329358
8828	137356	329365
8829	137380	329370
8830	137403	329373
8831	137427	329377
8832	137452	329383
8833	137477	329391
8834	137504	329404
8835	137530	329414
8836	137554	329417
8837	137579	329423
8838	137606	329436
8839	137632	329446
8840	137659	329458
8841	137681	329458
8842	137708	329469
8843	137735	329481
8844	137758	329482
8845	137788	329502
8846	137815	329514
8847	137843	329527
8848	137863	329522
8849	137886	329524
8850	137912	329535
8851	137937	329540
8852	137963	329550
8853	137995	329574
8854	138025	329593
8855	138050	329601
8856	138077	329612
8857	138103	329621
8858	138130	329632
8859	138160	329652
8860	138185	329658
8861	138207	329657
8862	138235	329671
8863	138258	329674
8864	138281	329676
8865	138310	329692
8866	138340	329710
8867	138375	329741
8868	138401	329750
8869	138425	329756
8870	138454	329771
8871	138484	329790
8872	138506	329791
8873	138533	329801
8874	138560	329812
8875	138585	329820
8876	138616	329841
8877	138646	329859
8878	138673	329871
8879	138704	329891
8880	138731	329902
8881	138760	329919
8882	138785	329925
8883	138805	329920
8884	138830	329927
8885	138854	329932
8886	138881	329942
8887	138914	329967
8888	138936	329968
8889	138962	329976
8890	138992	329995
8891	139016	330000
8892	139044	330012
8893	139069	330019
8894	139103	330047
8895	139133	330066
8896	139162	330083
8897	139184	330083
8898	139213	330097
8899	139240	330108
8900	139261	330105
8901	139286	330114
8902	139312	330122
8903	139336	330125
8904	139365	330142
8905	139394	330158
8906	139423	330174
8907	139448	330181
8908	139477	330197
8909	139497	330191
8910	139523	330199
8911	139550	330211
8912	139581	330231
8913	139611	330250
8914	139634	330251
8915	139664	330270
8916	139693	330286
8917	139717	330289
8918	139740	330292
8919	139764	330294
8920	139795	330316
8921	139823	330329
8922	139849	330339
8923	139875	330346
8924	139897	330347
8925	139926	330362
8926	139959	330387
8927	139985	330396
8928	140010	330402
8929	140031	330399
8930	140056	330404
8931	140079	330405
8932	140105	330416
8933	140134	330431
8934	140165	330452
8935	140196	330472
8936	140227	330493
8937	140269	330539
8938	140312	330587
8939	140346	330614
8940	140375	330630
8941	140406	330650
8942	140431	330657
8943	140456	330663
8944	140480	330667
8945	140504	330671
8946	140528	330675
8947	140549	330672
8948	140575	330680
8949	140602	330690
8950	140631	330706
8951	140659	330720
8952	140689	330736
8953	140720	330757
8954	140749	330772
8955	140771	330772
8956	140792	330768
8957	140820	330782
8958	140848	330794
8959	140874	330803
8960	140901	330815
8961	140935	330841
8962	140970	330870
8963	140989	330863
8964	141015	330870
8965	141041	330878
8966	141071	330898
8967	141101	330915
8968	141128	330926
8969	141149	330923
8970	141175	330930
8971	141198	330931
8972	141223	330937
8973	141253	330955
8974	141281	330969
8975	141303	330968
8976	141324	330965
8977	141349	330969
8978	141377	330982
8979	141401	330985
8980	141421	330980
8981	141442	330976
8982	141465	330978
8983	141489	330983
8984	141516	330993
8985	141541	330998
8986	141567	331007
8987	141598	331025
8988	141627	331041
8989	141656	331057
8990	141685	331072
8991	141711	331081
8992	141738	331090
8993	141765	331101
8994	141791	331110
8995	141815	331112
8996	141838	331114
8997	141868	331130
8998	141898	331148
8999	141922	331151
9000	141951	331168
9001	141978	331179
9002	142003	331182
9003	142024	331179
9004	142045	331176
9005	142066	331172
9006	142091	331179
9007	142120	331193
9008	142148	331207
9009	142171	331207
9010	142201	331223
9011	142229	331237
9012	142253	331240
9013	142285	331263
9014	142307	331262
9015	142334	331270
9016	142358	331275
9017	142396	331312
9018	142421	331316
9019	142448	331327
9020	142473	331331
9021	142497	331336
9022	142523	331343
9023	142544	331341
9024	142567	331341
9025	142594	331350
9026	142621	331362
9027	142647	331369
9028	142673	331376
9029	142704	331397
9030	142730	331404
9031	142758	331417
9032	142788	331434
9033	142812	331437
9034	142840	331450
9035	142866	331458
9036	142891	331463
9037	142919	331475
9038	142946	331486
9039	142975	331500
9040	143001	331507
9041	143021	331503
9042	143053	331523
9043	143080	331533
9044	143115	331563
9045	143139	331565
9046	143164	331571
9047	143192	331583
9048	143215	331584
9049	143243	331597
9050	143268	331602
9051	143297	331616
9052	143324	331627
9053	143349	331633
9054	143376	331642
9055	143399	331643
9056	143421	331640
9057	143449	331653
9058	143477	331665
9059	143510	331690
9060	143534	331692
9061	143565	331711
9062	143600	331740
9063	143622	331738
9064	143647	331744
9065	143673	331750
9066	143693	331746
9067	143717	331748
9068	143745	331760
9069	143766	331757
9070	143793	331766
9071	143816	331768
9072	143848	331788
9073	143878	331805
9074	143907	331819
9075	143934	331829
9076	143963	331843
9077	143997	331869
9078	144026	331883
9079	144054	331895
9080	144077	331896
9081	144105	331910
9082	144130	331914
9083	144151	331911
9084	144177	331917
9085	144204	331926
9086	144237	331950
9087	144272	331978
9088	144307	332007
9089	144332	332013
9090	144361	332025
9091	144391	332043
9092	144417	332051
9093	144443	332057
9094	144471	332070
9095	144500	332084
9096	144524	332086
9097	144551	332095
9098	144576	332101
9099	144594	332091
9100	144620	332097
9101	144647	332106
9102	144671	332111
9103	144698	332119
9104	144732	332145
9105	144768	332175
9106	144790	332174
9107	144816	332181
9108	144844	332192
9109	144871	332203
9110	144897	332210
9111	144924	332220
9112	144951	332229
9113	144980	332243
9114	145012	332263
9115	145044	332285
9116	145071	332295
9117	145103	332316
9118	145126	332315
9119	145152	332322
9120	145183	332341
9121	145216	332363
9122	145246	332380
9123	145271	332386
9124	145298	332395
9125	145324	332403
9126	145351	332411
9127	145375	332413
9128	145400	332418
9129	145427	332429
9130	145459	332449
9131	145490	332467
9132	145521	332485
9133	145548	332495
9134	145574	332503
9135	145604	332519
9136	145631	332528
9137	145661	332543
9138	145686	332548
9139	145713	332559
9140	145734	332553
9141	145761	332563
9142	145790	332576
9143	145818	332589
9144	145846	332601
9145	145874	332611
9146	145901	332620
9147	145929	332633
9148	145961	332652
9149	145990	332666
9150	146016	332672
9151	146048	332694
9152	146076	332705
9153	146103	332715
9154	146129	332722
9155	146151	332719
9156	146178	332729
9157	146212	332754
9158	146241	332766
9159	146276	332795
9160	146299	332794
9161	146326	332805
9162	146352	332809
9163	146377	332816
9164	146407	332831
9165	146428	332827
9166	146456	332839
9167	146485	332851
9168	146512	332860
9169	146543	332878
9170	146568	332883
9171	146593	332888
9172	146617	332890
9173	146646	332904
9174	146671	332907
9175	146697	332916
9176	146725	332925
9177	146753	332937
9178	146781	332948
9179	146803	332945
9180	146833	332962
9181	146856	332962
9182	146890	332987
9183	146921	333004
9184	146958	333036
9185	146988	333052
9186	147017	333065
9187	147046	333079
9188	147063	333065
9189	147091	333077
9190	147122	333093
9191	147153	333113
9192	147183	333129
9193	147216	333151
9194	147248	333169
9195	147276	333181
9196	147307	333198
9197	147334	333209
9198	147364	333224
9199	147385	333218
9200	147412	333227
9201	147438	333234
9202	147465	333243
9203	147489	333244
9204	147516	333255
9205	147544	333265
9206	147569	333269
9207	147598	333283
9208	147629	333300
9209	147653	333302
9210	147679	333309
9211	147706	333318
9212	147735	333330
9213	147762	333338
9214	147791	333353
9215	147821	333368
9216	147854	333389
9217	147883	333402
9218	147908	333408
9219	147933	333411
9220	147960	333419
9221	147982	333418
9222	148011	333430
9223	148039	333442
9224	148066	333451
9225	148090	333452
9226	148112	333448
9227	148137	333452
9228	148160	333453
9229	148188	333465
9230	148219	333480
9231	148247	333493
9232	148275	333504
9233	148298	333503
9234	148323	333507
9235	148349	333514
9236	148379	333527
9237	148407	333540
9238	148427	333531
9239	148452	333535
9240	148482	333550
9241	148509	333560
9242	148532	333558
9243	148555	333557
9244	148580	333562
9245	148610	333578
9246	148639	333591
9247	148666	333600
9248	148697	333617
9249	148727	333632
9250	148761	333655
9251	148791	333670
9252	148819	333682
9253	148842	333681
9254	148868	333687
9255	148898	333701
9256	148917	333691
9257	148945	333702
9258	148970	333706
9259	148996	333712
9260	149023	333722
9261	149049	333728
9262	149076	333736
9263	149103	333744
9264	149132	333758
9265	149159	333765
9266	149185	333772
9267	149214	333784
9268	149243	333797
9269	149269	333802
9270	149294	333807
9271	149321	333815
9272	149348	333823
9273	149378	333838
9274	149399	333832
9275	149422	333832
9276	149448	333839
9277	149475	333846
9278	149498	333846
9279	149527	333859
9280	149562	333885
9281	149592	333899
9282	149618	333904
9283	149645	333914
9284	149673	333925
9285	149699	333929
9286	149727	333939
9287	149761	333963
9288	149786	333968
9289	149814	333978
9290	149836	333975
9291	149858	333971
9292	149885	333979
9293	149911	333985
9294	149936	333989
9295	149964	333999
9296	149992	334009
9297	150018	334016
9298	150044	334021
9299	150072	334032
9300	150094	334028
9301	150113	334019
9302	150138	334022
9303	150161	334021
9304	150189	334033
9305	150219	334047
9306	150248	334058
9307	150271	334058
9308	150298	334067
9309	150328	334082
9310	150365	334110
9311	150396	334129
9312	150432	334156
9313	150457	334160
9314	150482	334162
9315	150509	334170
9316	150533	334171
9317	150555	334168
9318	150579	334169
9319	150626	334222
9320	150662	334251
9321	150702	334287
9322	150730	334298
9323	150756	334303
9324	150783	334311
9325	150812	334323
9326	150837	334326
9327	150867	334342
9328	150895	334351
9329	150928	334372
9330	150957	334384
9331	150981	334385
9332	151004	334383
9333	151033	334396
9334	151064	334414
9335	151091	334421
9336	151122	334438
9337	151151	334449
9338	151180	334462
9339	151214	334484
9340	151244	334499
9341	151274	334513
9342	151300	334519
9343	151328	334528
9344	151355	334537
9345	151386	334554
9346	151414	334564
9347	151445	334578
9348	151470	334583
9349	151499	334594
9350	151530	334611
9351	151555	334615
9352	151586	334630
9353	151619	334652
9354	151649	334665
9355	151678	334678
9356	151706	334688
9357	151732	334694
9358	151757	334695
9359	151784	334705
9360	151808	334705
9361	151834	334710
9362	151865	334726
9363	151893	334735
9364	151924	334753
9365	151956	334770
9366	151981	334774
9367	152015	334797
9368	152040	334801
9369	152070	334815
9370	152097	334823
9371	152127	334835
9372	152157	334849
9373	152180	334850
9374	152207	334857
9375	152237	334869
9376	152262	334872
9377	152290	334884
9378	152315	334886
9379	152342	334894
9380	152373	334909
9381	152396	334907
9382	152420	334910
9383	152450	334923
9384	152478	334933
9385	152502	334933
9386	152531	334944
9387	152556	334948
9388	152585	334959
9389	152612	334967
9390	152637	334970
9391	152666	334982
9392	152694	334992
9393	152720	334995
9394	152743	334996
9395	152774	335010
9396	152805	335027
9397	152831	335033
9398	152859	335040
9399	152885	335046
9400	152914	335058
9401	152946	335076
9402	152973	335083
9403	153000	335090
9404	153028	335101
9405	153058	335114
9406	153082	335115
9407	153109	335123
9408	153136	335129
9409	153161	335132
9410	153191	335146
9411	153218	335154
9412	153255	335181
9413	153290	335207
9414	153322	335226
9415	153354	335243
9416	153385	335259
9417	153415	335273
9418	153445	335286
9419	153473	335296
9420	153496	335294
9421	153525	335305
9422	153548	335303
9423	153578	335317
9424	153602	335317
9425	153633	335333
9426	153661	335343
9427	153690	335354
9428	153716	335358
9429	153744	335367
9430	153773	335378
9431	153802	335390
9432	153831	335403
9433	153861	335415
9434	153888	335422
9435	153920	335441
9436	153947	335447
9437	153977	335462
9438	154008	335476
9439	154035	335484
9440	154059	335485
9441	154086	335491
9442	154115	335502
9443	154145	335516
9444	154176	335531
9445	154206	335545
9446	154232	335549
9447	154256	335550
9448	154285	335562
9449	154310	335564
9450	154340	335576
9451	154367	335585
9452	154396	335594
9453	154425	335606
9454	154451	335611
9455	154479	335620
9456	154507	335630
9457	154540	335648
9458	154567	335655
9459	154596	335667
9460	154630	335688
9461	154660	335703
9462	154686	335706
9463	154718	335724
9464	154749	335739
9465	154776	335747
9466	154804	335755
9467	154831	335762
9468	154864	335782
9469	154898	335803
9470	154923	335806
9471	154952	335817
9472	154982	335829
9473	155006	335831
9474	155034	335839
9475	155057	335837
9476	155085	335847
9477	155112	335853
9478	155139	335860
9479	155169	335873
9480	155196	335878
9481	155221	335883
9482	155249	335890
9483	155278	335902
9484	155305	335908
9485	155329	335908
9486	155355	335913
9487	155380	335914
9488	155408	335923
9489	155434	335927
9490	155463	335938
9491	155490	335945
9492	155516	335950
9493	155545	335960
9494	155576	335977
9495	155603	335983
9496	155628	335984
9497	155654	335989
9498	155684	336002
9499	155714	336015
9500	155745	336031
9501	155773	336038
9502	155801	336047
9503	155831	336061
9504	155855	336060
9505	155886	336074
9506	155913	336082
9507	155939	336086
9508	155965	336090
9509	155988	336088
9510	156019	336104
9511	156043	336103
9512	156074	336118
9513	156102	336126
9514	156130	336136
9515	156162	336152
9516	156195	336172
9517	156225	336185
9518	156252	336192
9519	156283	336205
9520	156312	336216
9521	156343	336231
9522	156368	336234
9523	156395	336239
9524	156418	336239
9525	156445	336243
9526	156472	336250
9527	156500	336259
9528	156526	336263
9529	156552	336266
9530	156572	336259
9531	156602	336270
9532	156628	336275
9533	156651	336273
9534	156679	336281
9535	156710	336296
9536	156738	336303
9537	156767	336314
9538	156793	336318
9539	156820	336325
9540	156848	336333
9541	156873	336336
9542	156905	336353
9543	156936	336367
9544	156964	336375
9545	156989	336376
9546	157018	336388
9547	157040	336384
9548	157069	336393
9549	157092	336391
9550	157113	336384
9551	157145	336402
9552	157172	336408
9553	157204	336424
9554	157233	336435
9555	157261	336443
9556	157289	336452
9557	157320	336466
9558	157347	336471
9559	157372	336475
9560	157400	336482
9561	157433	336500
9562	157462	336511
9563	157489	336517
9564	157514	336518
9565	157541	336524
9566	157563	336521
9567	157595	336538
9568	157623	336544
9569	157649	336549
9570	157673	336548
9571	157701	336557
9572	157728	336562
9573	157760	336579
9574	157797	336608
9575	157831	336627
9576	157861	336641
9577	157894	336659
9578	157922	336667
9579	157951	336678
9580	157979	336685
9581	158007	336693
9582	158037	336705
9583	158065	336713
9584	158093	336721
9585	158119	336724
9586	158147	336734
9587	158173	336736
9588	158201	336744
9589	158228	336750
9590	158256	336759
9591	158283	336764
9592	158304	336758
9593	158332	336766
9594	158355	336762
9595	158377	336759
9596	158405	336766
9597	158432	336772
9598	158461	336783
9599	158484	336779
9600	158508	336778
9601	158536	336785
9602	158564	336794
9603	158587	336793
9604	158615	336799
9605	158644	336810
9606	158668	336809
9607	158694	336812
9608	158721	336818
9609	158746	336819
9610	158768	336814
9611	158790	336810
9612	158814	336810
9613	158842	336817
9614	158868	336821
9615	158897	336829
9616	158923	336834
9617	158951	336842
9618	158976	336844
9619	159000	336842
9620	159028	336849
9621	159051	336849
9622	159082	336861
9623	159110	336869
9624	159137	336876
9625	159157	336866
9626	159185	336873
9627	159209	336874
9628	159235	336876
9629	159262	336881
9630	159283	336876
9631	159311	336882
9632	159339	336891
9633	159362	336888
9634	159385	336884
9635	159410	336886
9636	159436	336889
9637	159462	336893
9638	159488	336896
9639	159512	336895
9640	159535	336892
9641	159560	336894
9642	159583	336891
9643	159604	336884
9644	159632	336890
9645	159654	336885
9646	159678	336885
9647	159704	336889
9648	159733	336899
9649	159757	336897
9650	159787	336910
9651	159813	336912
9652	159840	336919
9653	159869	336927
9654	159890	336921
9655	159911	336913
9656	159935	336912
9657	159962	336919
9658	159992	336929
9659	160015	336927
9660	160044	336935
9661	160072	336943
9662	160098	336948
9663	160123	336947
9664	160152	336958
9665	160178	336960
9666	160201	336958
9667	160230	336968
9668	160258	336975
9669	160283	336976
9670	160315	336992
9671	160341	336996
9672	160369	337002
9673	160393	337002
9674	160419	337004
9675	160449	337015
9676	160477	337024
9677	160511	337044
9678	160542	337057
9679	160567	337060
9680	160593	337061
9681	160619	337065
9682	160646	337069
9683	160669	337067
9684	160691	337062
9685	160714	337059
9686	160740	337063
9687	160766	337065
9688	160788	337060
9689	160815	337064
9690	160842	337070
9691	160868	337073
9692	160892	337072
9693	160920	337080
9694	160945	337079
9695	160973	337087
9696	160999	337090
9697	161025	337093
9698	161056	337108
9699	161087	337120
9700	161113	337124
9701	161139	337127
9702	161169	337138
9703	161200	337151
9704	161228	337158
9705	161250	337154
9706	161273	337149
9707	161295	337145
9708	161323	337153
9709	161348	337153
9710	161371	337150
9711	161395	337149
9712	161423	337156
9713	161448	337156
9714	161475	337161
9715	161502	337166
9716	161525	337164
9717	161552	337168
9718	161576	337166
9719	161603	337171
9720	161629	337175
9721	161650	337168
9722	161679	337177
9723	161704	337177
9724	161733	337186
9725	161755	337181
9726	161778	337179
9727	161808	337190
9728	161837	337198
9729	161867	337209
9730	161895	337216
9731	161922	337221
9732	161945	337218
9733	161972	337223
9734	161995	337221
9735	162019	337219
9736	162050	337231
9737	162075	337233
9738	162103	337238
9739	162125	337235
9740	162147	337228
9741	162174	337233
9742	162199	337233
9743	162226	337238
9744	162246	337230
9745	162272	337233
9746	162302	337243
9747	162328	337245
9748	162350	337240
9749	162371	337232
9750	162393	337227
9751	162422	337236
9752	162448	337239
9753	162472	337238
9754	162498	337240
9755	162525	337245
9756	162553	337253
9757	162585	337267
9758	162613	337273
9759	162638	337275
9760	162666	337281
9761	162694	337287
9762	162716	337283
9763	162738	337276
9764	162766	337285
9765	162793	337288
9766	162813	337280
9767	162837	337277
9768	162863	337281
9769	162888	337280
9770	162912	337279
9771	162939	337283
9772	162964	337285
9773	162983	337273
9774	163008	337274
9775	163040	337288
9776	163065	337288
9777	163091	337290
9778	163117	337295
9779	163141	337293
9780	163177	337315
9781	163202	337315
9782	163229	337321
9783	163256	337325
9784	163284	337331
9785	163308	337331
9786	163336	337336
9787	163360	337335
9788	163382	337330
9789	163409	337335
9790	163430	337326
9791	163454	337325
9792	163480	337326
9793	163504	337326
9794	163535	337339
9795	163563	337345
9796	163587	337343
9797	163611	337342
9798	163637	337344
9799	163663	337346
9800	163695	337362
9801	163727	337377
9802	163756	337385
9803	163782	337386
9804	163812	337399
9805	163845	337414
9806	163880	337436
9807	163913	337453
9808	163939	337454
9809	163971	337470
9810	163997	337471
9811	164024	337476
9812	164046	337472
9813	164072	337473
9814	164096	337471
9815	164128	337487
9816	164156	337493
9817	164182	337495
9818	164212	337505
9819	164229	337488
9820	164252	337485
9821	164275	337481
9822	164300	337483
9823	164320	337472
9824	164347	337476
9825	164370	337473
9826	164398	337478
9827	164422	337478
9828	164450	337483
9829	164476	337485
9830	164501	337486
9831	164530	337495
9832	164552	337490
9833	164580	337495
9834	164612	337509
9835	164639	337513
9836	164666	337518
9837	164687	337510
9838	164717	337520
9839	164745	337526
9840	164772	337530
9841	164803	337544
9842	164836	337560
9843	164871	337581
9844	164899	337586
9845	164924	337587
9846	164949	337588
9847	164976	337591
9848	165007	337603
9849	165036	337613
9850	165065	337621
9851	165090	337620
9852	165116	337622
9853	165147	337634
9854	165169	337630
9855	165197	337636
9856	165224	337640
9857	165248	337637
9858	165273	337637
9859	165296	337634
9860	165324	337640
9861	165350	337641
9862	165377	337646
9863	165404	337650
9864	165426	337644
9865	165451	337644
9866	165476	337645
9867	165503	337647
9868	165530	337652
9869	165553	337649
9870	165578	337647
9871	165604	337650
9872	165631	337654
9873	165658	337657
9874	165682	337655
9875	165711	337665
9876	165738	337668
9877	165762	337667
9878	165786	337664
9879	165816	337675
9880	165840	337671
9881	165864	337671
9882	165892	337676
9883	165917	337677
9884	165946	337684
9885	165970	337682
9886	165997	337687
9887	166020	337682
9888	166047	337685
9889	166077	337697
9890	166100	337693
9891	166131	337704
9892	166153	337698
9893	166177	337697
9894	166207	337706
9895	166236	337714
9896	166264	337719
9897	166289	337720
9898	166317	337725
9899	166343	337727
9900	166368	337728
9901	166396	337733
9902	166425	337741
9903	166457	337755
9904	166484	337758
9905	166512	337764
9906	166537	337764
9907	166563	337766
9908	166587	337763
9909	166616	337772
9910	166640	337769
9911	166663	337765
9912	166684	337757
9913	166703	337745
9914	166726	337741
9915	166750	337739
9916	166775	337738
9917	166800	337738
9918	166826	337739
9919	166853	337743
9920	166882	337750
9921	166909	337754
9922	166944	337775
9923	166971	337779
9924	166998	337782
9925	167026	337789
9926	167050	337786
9927	167075	337785
9928	167097	337778
9929	167127	337789
9930	167154	337792
9931	167181	337796
9932	167206	337797
9933	167234	337802
9934	167262	337807
9935	167288	337809
9936	167315	337813
9937	167347	337827
9938	167372	337826
9939	167395	337822
9940	167426	337834
9941	167455	337842
9942	167480	337842
9943	167506	337843
9944	167533	337846
9945	167556	337841
9946	167587	337854
9947	167611	337852
9948	167635	337849
9949	167659	337846
9950	167686	337849
9951	167711	337849
9952	167745	337866
9953	167771	337869
9954	167802	337880
9955	167827	337879
9956	167852	337879
9957	167877	337878
9958	167903	337880
9959	167927	337879
9960	167951	337875
9961	167981	337885
9962	168008	337888
9963	168035	337892
9964	168064	337899
9965	168086	337893
9966	168114	337898
9967	168139	337898
9968	168168	337905
9969	168196	337911
9970	168222	337912
9971	168245	337908
9972	168269	337905
9973	168296	337909
9974	168322	337910
9975	168348	337912
9976	168374	337913
9977	168403	337920
9978	168430	337923
9979	168456	337926
9980	168481	337925
9981	168507	337926
9982	168534	337929
9983	168557	337924
9984	168581	337922
9985	168610	337930
9986	168637	337932
9987	168661	337930
9988	168685	337927
9989	168709	337925
9990	168731	337918
9991	168751	337908
9992	168780	337915
9993	168809	337922
9994	168839	337931
9995	168863	337930
9996	168889	337931
9997	168919	337940
9998	168944	337939
9999	168978	337957
10000	169003	337956
10001	169039	337977
10002	169069	337986
10003	169098	337995
10004	169130	338006
10005	169161	338018
10006	169192	338029
10007	169219	338033
10008	169247	338038
10009	169270	338034
10010	169296	338034
10011	169328	338048
10012	169355	338051
10013	169380	338051
10014	169406	338052
10015	169430	338049
10016	169457	338051
10017	169483	338053
10018	169511	338057
10019	169534	338052
10020	169555	338044
10021	169583	338050
10022	169608	338048
10023	169634	338050
10024	169660	338050
10025	169683	338047
10026	169714	338058
10027	169740	338058
10028	169769	338065
10029	169791	338059
10030	169818	338063
10031	169850	338075
10032	169878	338081
10033	169904	338081
10034	169932	338086
10035	169960	338091
10036	169984	338088
10037	170006	338081
10038	170032	338082
10039	170057	338083
10040	170083	338084
10041	170107	338080
10042	170130	338075
10043	170152	338068
10044	170176	338066
10045	170201	338064
10046	170227	338065
10047	170252	338065
10048	170276	338061
10049	170306	338071
10050	170328	338064
10051	170355	338067
10052	170382	338070
10053	170413	338080
10054	170443	338089
10055	170465	338082
10056	170500	338101
10057	170525	338101
10058	170552	338104
10059	170581	338110
10060	170600	338098
10061	170622	338090
10062	170648	338092
10063	170675	338094
10064	170707	338106
10065	170730	338103
10066	170757	338106
10067	170784	338109
10068	170807	338102
10069	170834	338106
10070	170862	338111
10071	170889	338114
10072	170914	338112
10073	170941	338116
10074	170966	338114
10075	170989	338110
10076	171017	338113
10077	171041	338111
10078	171067	338111
10079	171097	338121
10080	171127	338130
10081	171159	338142
10082	171194	338161
10083	171218	338159
10084	171240	338151
10085	171270	338160
10086	171296	338161
10087	171316	338149
10088	171343	338152
10089	171368	338150
10090	171393	338149
10091	171417	338147
10092	171445	338151
10093	171469	338147
10094	171494	338147
10095	171520	338147
10096	171544	338144
10097	171571	338147
10098	171600	338153
