iter	RMSE
9546	59373.32537
9547	59373.15026
9548	59373.11403
9549	59372.98723
9550	59372.88157
9551	59372.7276
9552	59372.64306
9553	59372.32304
9554	59372.05736
9555	59371.97585
9556	59371.7162
9557	59371.55921
9558	59371.4626
9559	59371.25126
9560	59371.00067
9561	59370.7048
9562	59370.51761
9563	59370.47232
9564	59370.33042
9565	59369.9651
9566	59369.8081
9567	59369.69639
9568	59369.57864
9569	59369.33408
9570	59369.21633
9571	59368.81477
9572	59368.75741
9573	59368.60342
9574	59368.33773
9575	59368.16261
9576	59367.76708
9577	59367.74595
9578	59367.47723
9579	59367.25984
9580	59367.03037
9581	59366.78278
9582	59366.62879
9583	59366.57143
9584	59366.37819
9585	59366.31478
9586	59366.2091
9587	59366.11248
9588	59365.9283
9589	59365.35461
9590	59364.77789
9591	59364.66013
9592	59364.54539
9593	59364.44877
9594	59364.30384
9595	59364.14984
9596	59364.02604
9597	59363.72711
9598	59362.98129
9599	59362.82427
9600	59362.80615
9601	59362.50118
9602	59362.40153
9603	59361.98483
9604	59361.8882
9605	59361.7795
9606	59361.67985
9607	59361.58322
9608	59361.28126
9609	59361.19671
9610	59361.15141
9611	59361.09404
9612	59361.02459
9613	59360.71658
9614	59360.50219
9615	59360.33308
9616	59360.29685
9617	59360.18814
9618	59360.013
9619	59359.74122
9620	59359.52682
9621	59359.1252
9622	59358.97421
9623	59358.62996
9624	59358.01392
9625	59357.85387
9626	59357.70288
9627	59357.57303
9628	59357.4009
9629	59357.27406
9630	59356.90262
9631	59356.56742
9632	59356.30167
9633	59356.25939
9634	59356.0631
9635	59355.89096
9636	59355.8215
9637	59355.72487
9638	59355.67655
9639	59355.53763
9640	59354.94874
9641	59354.86418
9642	59354.60446
9643	59354.50179
9644	59354.36891
9645	59354.20885
9646	59354.00953
9647	59353.91289
9648	59353.51726
9649	59353.29982
9650	59352.64145
9651	59352.25488
9652	59352.12501
9653	59351.69012
9654	59351.53005
9655	59350.84448
9656	59350.80219
9657	59350.49413
9658	59350.43373
9659	59350.13775
9660	59349.94144
9661	59349.85385
9662	59349.29209
9663	59348.70918
9664	59348.42527
9665	59348.1474
9666	59347.92088
9667	59347.67019
9668	59347.48293
9669	59347.38024
9670	59347.25339
9671	59347.21412
9672	59347.05102
9673	59346.68556
9674	59346.65233
9675	59346.39862
9676	59346.17813
9677	59345.93348
9678	59345.78548
9679	59345.66768
9680	59345.54082
9681	59345.44417
9682	59345.31127
9683	59345.03339
9684	59344.82498
9685	59344.64677
9686	59344.52293
9687	59344.39909
9688	59344.34774
9689	59344.15745
9690	59343.91883
9691	59343.76176
9692	59343.69229
9693	59343.38117
9694	59343.24525
9695	59343.06099
9696	59342.99756
9697	59342.77404
9698	59342.42667
9699	59342.25148
9700	59342.15784
9701	59342.00077
9702	59341.72287
9703	59341.58392
9704	59341.40872
9705	59341.25769
9706	59341.23654
9707	59341.1429
9708	59340.92844
9709	59340.85594
9710	59340.72907
9711	59340.46627
9712	59340.10681
9713	59339.67786
9714	59339.50568
9715	59339.32142
9716	59339.19454
9717	59338.9559
9718	59338.75049
9719	59338.53299
9720	59338.01644
9721	59337.8956
9722	59337.77779
9723	59337.47269
9724	59337.37904
9725	59337.33977
9726	59337.17966
9727	59336.9531
9728	59336.84133
9729	59336.67518
9730	59336.36402
9731	59336.10121
9732	59336.04381
9733	59335.80213
9734	59335.72661
9735	59335.56046
9736	59335.34899
9737	59335.29764
9738	59335.24326
9739	59334.90793
9740	59334.82334
9741	59334.74782
9742	59334.69344
9743	59334.36113
9744	59334.09528
9745	59333.97142
9746	59333.84454
9747	59333.42461
9748	59333.03187
9749	59332.94426
9750	59332.72674
9751	59332.65424
9752	59332.61496
9753	59332.53037
9754	59332.19805
9755	59331.93823
9756	59331.84458
9757	59331.70259
9758	59331.56059
9759	59331.30379
9760	59331.18899
9761	59330.81134
9762	59330.75092
9763	59330.57569
9764	59330.45182
9765	59330.43067
9766	59330.25846
9767	59330.21919
9768	59330.18897
9769	59330.10136
9770	59330.0077
9771	59329.91102
9772	59329.83851
9773	59329.40043
9774	59329.32792
9775	59329.12852
9776	59328.95328
9777	59328.72366
9778	59328.46685
9779	59328.37319
9780	59328.19796
9781	59328.17379
9782	59327.91395
9783	59327.72361
9784	59327.56952
9785	59326.86554
9786	59326.60268
9787	59326.19479
9788	59325.98329
9789	59325.77179
9790	59325.5905
9791	59325.33972
9792	59325.20073
9793	59325.09196
9794	59324.91369
9795	59324.37586
9796	59324.23083
9797	59323.92868
9798	59323.82292
9799	59323.53588
9800	59323.37271
9801	59323.21257
9802	59323.04638
9803	59322.56293
9804	59322.49947
9805	59322.43904
9806	59322.31213
9807	59322.13688
9808	59321.90421
9809	59321.78637
9810	59321.40564
9811	59320.61396
9812	59320.32689
9813	59320.2574
9814	59319.76183
9815	59319.58355
9816	59319.55635
9817	59319.27835
9818	59318.90667
9819	59318.89156
9820	59318.7586
9821	59318.64982
9822	59318.35066
9823	59318.32346
9824	59317.93666
9825	59317.82486
9826	59317.71607
9827	59317.45921
9828	59317.09356
9829	59317.05428
9830	59317.02406
9831	59316.84879
9832	59316.26858
9833	59316.06611
9834	59315.77601
9835	59315.51008
9836	59315.43755
9837	59315.42244
9838	59314.74853
9839	59314.47353
9840	59314.40705
9841	59314.28919
9842	59314.21968
9843	59314.12902
9844	59314.04138
9845	59313.88726
9846	59313.76637
9847	59313.65758
9848	59313.39466
9849	59313.11965
9850	59313.09245
9851	59313.03805
9852	59312.84464
9853	59312.7842
9854	59312.71469
9855	59312.31275
9856	59312.1284
9857	59312.10422
9858	59311.95916
9859	59311.85036
9860	59311.74458
9861	59311.39099
9862	59311.22175
9863	59311.17339
9864	59310.56895
9865	59310.46015
9866	59310.10957
9867	59309.91917
9868	59309.91313
9869	59309.76202
9870	59309.72575
9871	59309.61997
9872	59309.48094
9873	59309.30867
9874	59309.13943
9875	59309.11223
9876	59309.07294
9877	59308.93391
9878	59308.88253
9879	59308.3778
9880	59308.35665
9881	59307.84889
9882	59307.75822
9883	59307.69778
9884	59307.65244
9885	59307.56177
9886	59307.33509
9887	59307.1749
9888	59307.00867
9889	59306.93311
9890	59306.77897
9891	59306.513
9892	59306.3649
9893	59306.28632
9894	59306.01732
9895	59305.84504
9896	59305.73018
9897	59305.57604
9898	59305.3554
9899	59304.95341
9900	59304.85669
9901	59304.72974
9902	59304.59977
9903	59304.33379
9904	59304.0799
9905	59303.75044
9906	59303.65069
9907	59303.48143
9908	59303.1973
9909	59303.05826
9910	59302.99177
9911	59302.83157
9912	59302.71066
9913	59302.68951
9914	59302.39631
9915	59302.33888
9916	59302.26029
9917	59302.23309
9918	59302.17868
9919	59302.09102
9920	59301.84014
9921	59301.59833
9922	59301.49858
9923	59301.37465
9924	59301.30513
9925	59301.05425
9926	59300.88195
9927	59300.6885
9928	59300.16556
9929	59299.97815
9930	59299.70006
9931	59299.59729
9932	59299.28594
9933	59299.10457
9934	59298.896
9935	59298.80229
9936	59298.69649
9937	59298.35189
9938	59297.88637
9939	59297.88335
9940	59297.57804
9941	59297.53571
9942	59297.46014
9943	59296.92811
9944	59296.81929
9945	59296.3598
9946	59296.05751
9947	59295.99705
9948	59295.92147
9949	59295.87613
9950	59295.63731
9951	59295.46803
9952	59295.29269
9953	59295.25037
9954	59294.92691
9955	59294.38276
9956	59294.20743
9957	59293.73281
9958	59293.65421
9959	59293.47887
9960	59293.32469
9961	59292.77448
9962	59292.55379
9963	59292.52356
9964	59292.44798
9965	59292.11241
9966	59292.04288
9967	59291.94916
9968	59291.85242
9969	59291.70429
9970	59291.65289
9971	59291.40197
9972	59291.34755
9973	59291.14802
9974	59290.98779
9975	59290.80035
9976	59290.62803
9977	59290.39221
9978	59290.21384
9979	59290.12012
9980	59290.02035
9981	59289.87221
9982	59289.8571
9983	59289.69988
9984	59289.07104
9985	59288.95615
9986	59288.80196
9987	59288.71429
9988	59288.49056
9989	59288.23055
9990	59287.77402
9991	59287.74984
9992	59287.57146
9993	59287.06352
9994	59287.0091
9995	59286.87002
9996	59286.66745
9997	59286.55559
9998	59286.55256
9999	59286.35604
10000	59286.31371
10001	59286.18673
10002	59285.75135
10003	59285.58203
10004	59285.32806
10005	59285.27666
10006	59285.192
10007	59284.94105
10008	59284.34541
10009	59284.12469
10010	59284.02491
10011	59283.97351
10012	59283.93118
10013	59283.8314
10014	59283.62278
10015	59283.46857
10016	59283.37786
10017	59283.20552
10018	59283.16016
10019	59283.05131
10020	59282.81245
10021	59282.64615
10022	59282.49799
10023	59282.32866
10024	59282.22586
10025	59281.98699
10026	59281.94768
10027	59281.84185
10028	59281.24618
10029	59280.99522
10030	59280.76541
10031	59280.61725
10032	59280.57794
10033	59280.3814
10034	59280.27254
10035	59280.2423
10036	59280.03366
10037	59279.71919
10038	59279.47426
10039	59279.46217
10040	59279.38355
10041	59279.18095
10042	59279.05093
10043	59278.79693
10044	59278.72435
10045	59278.54595
10046	59278.45825
10047	59278.40383
10048	59278.31613
10049	59278.23147
10050	59278.1347
10051	59277.98956
10052	59277.46945
10053	59277.43014
10054	59277.20334
10055	59277.04307
10056	59276.87071
10057	59276.57436
10058	59276.33245
10059	59276.31128
10060	59276.21754
10061	59275.96352
10062	59275.70951
10063	59275.62786
10064	59275.56435
10065	59275.19542
10066	59274.86581
10067	59274.75089
10068	59274.61481
10069	59274.43034
10070	59274.20656
10071	59273.24792
10072	59272.95761
10073	59272.61285
10074	59272.54027
10075	59272.35278
10076	59272.00802
10077	59271.74189
10078	59271.65419
10079	59271.57254
10080	59271.35782
10081	59271.18846
10082	59270.89209
10083	59270.81043
10084	59270.66527
10085	59270.41425
10086	59270.16929
10087	59270.03622
10088	59269.9213
10089	59269.86081
10090	59269.64911
10091	59269.61282
10092	59269.52814
10093	59269.23175
10094	59268.94444
10095	59268.55128
10096	59268.0583
10097	59267.95245
10098	59267.8103
10099	59267.57137
10100	59267.24474
10101	59267.12981
10102	59267.03908
10103	59267.00883
10104	59266.75478
10105	59266.47955
10106	59266.35252
10107	59266.33438
10108	59265.81417
10109	59265.7567
10110	59265.70528
10111	59265.30302
10112	59265.20926
10113	59265.05804
10114	59264.96125
10115	59264.84934
10116	59264.81002
10117	59264.58318
10118	59264.56201
10119	59264.33517
10120	59264.13252
10121	59264.05993
10122	59263.76957
10123	59263.67278
10124	59263.59414
10125	59263.47013
10126	59263.45198
10127	59263.27656
10128	59263.19489
10129	59263.15255
10130	59262.93175
10131	59262.75027
10132	59262.62928
10133	59261.98805
10134	59261.74607
10135	59261.64626
10136	59261.32261
10137	59261.07458
10138	59261.03224
10139	59260.95662
10140	59260.92335
10141	59260.76908
10142	59260.56945
10143	59260.35167
10144	59260.13993
10145	59259.8798
10146	59259.82233
10147	59259.54707
10148	59259.42608
10149	59259.3807
10150	59259.15989
10151	59259.02075
10152	59258.63659
10153	59258.4914
10154	59258.24638
10155	59257.6051
10156	59257.4841
10157	59257.29656
10158	59256.94264
10159	59256.86702
10160	59256.69762
10161	59256.30135
10162	59256.17732
10163	59256.07145
10164	59255.95952
10165	59255.78407
10166	59255.26679
10167	59255.09437
10168	59254.80698
10169	59254.62851
10170	59254.5922
10171	59254.46213
10172	59254.23525
10173	59253.94484
10174	59253.79963
10175	59253.36401
10176	59253.03125
10177	59252.81041
10178	59252.55327
10179	59252.27495
10180	59252.06924
10181	59251.95126
10182	59251.52773
10183	59251.36436
10184	59251.21915
10185	59251.02251
10186	59250.9257
10187	59250.69578
10188	59250.55359
10189	59250.14215
10190	59249.98484
10191	59249.92131
10192	59249.73979
10193	59249.32834
10194	59249.15287
10195	59248.95925
10196	59248.85034
10197	59248.75353
10198	59248.49334
10199	59248.28762
10200	59248.22711
10201	59248.08189
10202	59248.03046
10203	59247.90944
10204	59247.90642
10205	59247.80053
10206	59247.67951
10207	59247.4284
10208	59247.22569
10209	59247.20451
10210	59247.11375
10211	59246.87776
10212	59246.80515
10213	59246.78095
10214	59246.63573
10215	59246.52378
10216	59246.35436
10217	59246.19401
10218	59246.04878
10219	59245.97012
10220	59245.8854
10221	59245.7069
10222	59245.41342
10223	59245.27122
10224	59244.99892
10225	59244.95051
10226	59244.68426
10227	59244.37565
10228	59244.07612
10229	59244.0035
10230	59243.73422
10231	59243.69489
10232	59243.43166
10233	59243.36509
10234	59243.00807
10235	59242.90519
10236	59242.81442
10237	59242.62986
10238	59242.35149
10239	59242.31821
10240	59242.25164
10241	59242.05497
10242	59241.75845
10243	59241.68584
10244	59241.65255
10245	59241.44378
10246	59241.38024
10247	59241.24105
10248	59241.13515
10249	59240.94755
10250	59240.88704
10251	59240.85073
10252	59240.54512
10253	59240.49974
10254	59240.34542
10255	59240.13059
10256	59240.04284
10257	59240.01561
10258	59239.80985
10259	59239.67671
10260	59239.62528
10261	59239.41952
10262	59239.13206
10263	59239.01405
10264	59238.9142
10265	59238.45729
10266	59238.21522
10267	59238.17588
10268	59238.05484
10269	59237.86421
10270	59237.78554
10271	59237.61306
10272	59237.5828
10273	59237.51623
10274	59237.45874
10275	59237.45268
10276	59237.32862
10277	59237.31046
10278	59237.15311
10279	59236.50253
10280	59236.08494
10281	59236.06376
10282	59235.54631
10283	59235.41619
10284	59235.25278
10285	59235.162
10286	59234.95017
10287	59234.86544
10288	59234.7444
10289	59234.53257
10290	59234.26022
10291	59234.11799
10292	59233.97274
10293	59233.8063
10294	59233.69131
10295	59233.50369
10296	59233.41896
10297	59233.24344
10298	59233.1466
10299	59233.03766
10300	59232.81977
10301	59232.72899
10302	59232.60492
10303	59232.50202
10304	59232.45058
10305	59232.33861
10306	59232.25993
10307	59232.1994
10308	59231.90586
10309	59231.07061
10310	59230.89206
10311	59230.69535
10312	59230.42299
10313	59230.31707
10314	59230.27772
10315	59230.02654
10316	59229.97812
10317	59229.73601
10318	59229.64219
10319	59229.46364
10320	59229.12771
10321	59228.99153
10322	59228.86139
10323	59228.77665
10324	59228.68889
10325	59228.62533
10326	59228.49822
10327	59228.16532
10328	59228.05637
10329	59228.00189
10330	59227.83544
10331	59227.68412
10332	59227.53582
10333	59227.27554
10334	59227.05461
10335	59226.85486
10336	59226.8246
10337	59226.60064
10338	59226.27377
10339	59226.00441
10340	59225.73808
10341	59225.53227
10342	59225.38397
10343	59225.35976
10344	59225.22054
10345	59224.818
10346	59224.50929
10347	59224.24294
10348	59223.96752
10349	59223.90093
10350	59223.77987
10351	59223.48931
10352	59223.25928
10353	59222.90213
10354	59222.74777
10355	59222.433
10356	59222.36035
10357	59222.1848
10358	59221.84884
10359	59221.80343
10360	59221.67934
10361	59221.58854
10362	59221.24348
10363	59221.17387
10364	59221.10425
10365	59220.85908
10366	59219.95709
10367	59219.80877
10368	59219.7331
10369	59219.65138
10370	59219.25183
10371	59218.91282
10372	59218.85834
10373	59218.45273
10374	59218.27717
10375	59217.79891
10376	59217.73232
10377	59217.55373
10378	59217.48108
10379	59217.26919
10380	59217.22076
10381	59217.04217
10382	59216.98768
10383	59216.8212
10384	59216.78185
10385	59216.60931
10386	59216.54271
10387	59216.17039
10388	59215.77687
10389	59215.59222
10390	59215.456
10391	59215.42271
10392	59215.16843
10393	59214.9868
10394	59214.78399
10395	59214.51155
10396	59214.46009
10397	59214.05748
10398	59213.7699
10399	59213.65487
10400	59213.22198
10401	59213.13419
10402	59213.06457
10403	59212.94348
10404	59212.78001
10405	59212.64984
10406	59212.56508
10407	59212.51362
10408	59212.34712
10409	59212.22603
10410	59211.94449
10411	59211.75983
10412	59211.67204
10413	59211.48738
10414	59211.24822
10415	59211.16951
10416	59210.99696
10417	59210.72147
10418	59210.64276
10419	59210.42177
10420	59210.38847
10421	59209.98886
10422	59209.92528
10423	59209.15027
10424	59208.84451
10425	59208.53874
10426	59208.43883
10427	59208.31471
10428	59208.09068
10429	59208.01196
10430	59207.48821
10431	59207.45188
10432	59207.24601
10433	59207.0795
10434	59207.03409
10435	59206.83124
10436	59206.60418
10437	59206.5073
10438	59206.25904
10439	59206.06528
10440	59205.8806
10441	59205.83216
10442	59205.67775
10443	59205.16912
10444	59205.12067
10445	59204.92085
10446	59204.21239
10447	59204.01256
10448	59203.84604
10449	59203.73704
10450	59203.70374
10451	59203.47666
10452	59203.41005
10453	59202.98315
10454	59202.95287
10455	59202.82571
10456	59202.77424
10457	59202.40183
10458	59202.17172
10459	59201.94766
10460	59201.92041
10461	59201.81141
10462	59201.69636
10463	59201.57827
10464	59201.49955
10465	59201.439
10466	59201.38147
10467	59201.17255
10468	59200.78802
10469	59200.74563
10470	59200.67599
10471	59200.47312
10472	59200.20062
10473	59199.94931
10474	59199.6768
10475	59199.47696
10476	59199.30739
10477	59199.05608
10478	59198.62914
10479	59198.4626
10480	59198.32937
10481	59197.52393
10482	59197.40584
10483	59197.32712
10484	59196.96073
10485	59196.67912
10486	59196.46716
10487	59196.31575
10488	59196.19463
10489	59195.99478
10490	59195.71014
10491	59195.56479
10492	59195.41339
10493	59195.38311
10494	59195.24079
10495	59195.01065
10496	59194.71389
10497	59194.53826
10498	59194.42319
10499	59194.16883
10500	59194.12946
10501	59193.75397
10502	59193.25734
10503	59193.17861
10504	59192.94544
10505	59192.86973
10506	59192.52148
10507	59192.40338
10508	59192.13992
10509	59191.76139
10510	59191.69477
10511	59191.64934
10512	59191.52215
10513	59191.18904
10514	59191.09819
10515	59190.95283
10516	59190.43801
10517	59190.33808
10518	59190.30477
10519	59190.22603
10520	59190.21392
10521	59190.03524
10522	59189.98376
10523	59189.88079
10524	59189.81114
10525	59189.73846
10526	59189.61127
10527	59189.45682
10528	59189.43259
10529	59189.38111
10530	59188.93593
10531	59188.84205
10532	59188.75423
10533	59188.32419
10534	59188.17579
10535	59188.06677
10536	59187.87597
10537	59187.74878
10538	59187.45501
10539	59187.2733
10540	59187.24604
10541	59187.15519
10542	59186.78268
10543	59186.55554
10544	59186.52525
10545	59186.39503
10546	59186.32234
10547	59186.24057
10548	59186.09217
10549	59185.82868
10550	59185.69845
10551	59185.65
10552	59185.61971
10553	59185.33199
10554	59185.13816
10555	59184.86861
10556	59184.70809
10557	59184.46277
10558	59184.42643
10559	59184.35374
10560	59184.21139
10561	59184.06602
10562	59183.93578
10563	59183.79041
10564	59183.72075
10565	59183.57234
10566	59183.32399
10567	59183.26341
10568	59183.19678
10569	59183.01506
10570	59182.3457
10571	59182.19426
10572	59182.00648
10573	59181.79447
10574	59181.58548
10575	59181.45221
10576	59181.02515
10577	59180.32548
10578	59180.11043
10579	59179.93779
10580	59179.88932
10581	59179.47739
10582	59179.40167
10583	59179.03517
10584	59178.85949
10585	59178.61717
10586	59178.52631
10587	59178.25673
10588	59178.22341
10589	59178.00532
10590	59177.93263
10591	59177.91445
10592	59177.77512
10593	59177.69031
10594	59177.56915
10595	59177.37529
10596	59177.11782
10597	59177.02392
10598	59176.79371
10599	59176.7301
10600	59176.60288
10601	59176.51807
10602	59176.11823
10603	59175.97586
10604	59175.20647
10605	59175.03987
10606	59174.94294
10607	59174.79451
10608	59174.47039
10609	59174.119
10610	59174.03721
10611	59173.88575
10612	59173.81911
10613	59173.77367
10614	59173.72824
10615	59173.46772
10616	59172.77403
10617	59172.63468
10618	59172.56804
10619	59172.43172
10620	59172.42263
10621	59172.25299
10622	59172.19544
10623	59172.10759
10624	59171.91977
10625	59171.8198
10626	59171.68348
10627	59171.12003
10628	59170.87768
10629	59170.62625
10630	59170.48992
10631	59170.40813
10632	59170.23546
10633	59169.98402
10634	59169.79922
10635	59169.70228
10636	59169.65078
10637	59169.45993
10638	59169.06004
10639	59168.97825
10640	59168.56624
10641	59168.54503
10642	59168.3663
10643	59168.26329
10644	59168.16029
10645	59168.06941
10646	59168.01487
10647	59167.81796
10648	59167.62407
10649	59167.13934
10650	59166.83336
10651	59166.66673
10652	59166.42437
10653	59166.36074
10654	59166.27895
10655	59166.14564
10656	59165.9063
10657	59165.70332
10658	59165.34279
10659	59165.30644
10660	59165.15496
10661	59164.78231
10662	59164.5975
10663	59164.33695
10664	59164.31271
10665	59163.36138
10666	59163.23716
10667	59163.05234
10668	59162.90086
10669	59162.84329
10670	59162.7221
10671	59162.44639
10672	59162.36156
10673	59162.28884
10674	59162.23734
10675	59162.14038
10676	59161.97374
10677	59161.90406
10678	59161.87982
10679	59161.7556
10680	59161.38899
10681	59161.07994
10682	59160.87997
10683	59160.58607
10684	59160.54063
10685	59160.41943
10686	59159.71952
10687	59159.71649
10688	59159.52258
10689	59159.20746
10690	59159.19534
10691	59159.1105
10692	59159.03475
10693	59159.00445
10694	59158.41058
10695	59158.34089
10696	59158.10758
10697	59158.0288
10698	59157.90154
10699	59157.85912
10700	59157.77428
10701	59157.46218
10702	59157.3531
10703	59156.94405
10704	59156.85011
10705	59156.28652
10706	59156.1744
10707	59156.00472
10708	59155.93805
10709	59155.70776
10710	59155.61383
10711	59155.43505
10712	59155.28961
10713	59154.93508
10714	59154.87144
10715	59154.79266
10716	59154.50782
10717	59154.45934
10718	59154.37449
10719	59154.35328
10720	59154.22298
10721	59154.13814
10722	59153.86845
10723	59153.73815
10724	59153.67451
10725	59153.52603
10726	59153.2321
10727	59153.16543
10728	59152.91089
10729	59152.78059
10730	59152.51695
10731	59152.45029
10732	59152.41998
10733	59152.15332
10734	59152.09271
10735	59151.97756
10736	59151.87453
10737	59151.68665
10738	59151.52907
10739	59151.41391
10740	59151.33816
10741	59151.25028
10742	59151.11088
10743	59150.78057
10744	59150.72299
10745	59150.63511
10746	59150.51995
10747	59150.42904
10748	59150.36843
10749	59150.28964
10750	59150.21994
10751	59150.0957
10752	59150.05024
10753	59149.97448
10754	59149.95933
10755	59149.79569
10756	59149.55022
10757	59149.45325
10758	59149.28051
10759	59149.16232
10760	59148.95928
10761	59148.81988
10762	59148.69866
10763	59148.66835
10764	59148.435
10765	59148.01982
10766	59147.9077
10767	59147.78344
10768	59147.7198
10769	59147.37735
10770	59147.23491
10771	59147.15006
10772	59146.9955
10773	59146.21664
10774	59145.85902
10775	59145.51353
10776	59145.32866
10777	59145.19228
10778	59145.05287
10779	59144.96498
10780	59144.80435
10781	59144.37096
10782	59144.0497
10783	59143.68602
10784	59143.25262
10785	59143.08289
10786	59142.97076
10787	59142.77679
10788	59142.58888
10789	59142.37369
10790	59142.34338
10791	59142.33126
10792	59142.26458
10793	59141.65235
10794	59141.42201
10795	59141.21591
10796	59141.17347
10797	59140.75218
10798	59140.6461
10799	59140.54608
10800	59140.51274
10801	59140.37938
10802	59140.3521
10803	59139.85503
10804	59139.73379
10805	59139.10032
10806	59138.73054
10807	59138.41228
10808	59138.2971
10809	59138.19102
10810	59138.13343
10811	59137.93641
10812	59137.40901
10813	59137.23624
10814	59137.15743
10815	59137.13015
10816	59137.03922
10817	59136.86644
10818	59136.30872
10819	59136.20263
10820	59136.12382
10821	59135.98742
10822	59135.89952
10823	59135.81768
10824	59135.72371
10825	59135.47819
10826	59135.24175
10827	59135.02048
10828	59134.66886
10829	59134.49911
10830	59134.44758
10831	59134.17174
10832	59133.79586
10833	59133.56549
10834	59133.40786
10835	59133.1108
10836	59132.87132
10837	59132.69854
10838	59132.48332
10839	59132.43785
10840	59132.08015
10841	59131.79823
10842	59131.69214
10843	59131.5921
10844	59131.4951
10845	59131.40416
10846	59131.292
10847	59131.01917
10848	59130.77666
10849	59130.51293
10850	59130.37045
10851	59130.32195
10852	59130.01274
10853	59129.91876
10854	59129.74294
10855	59129.60956
10856	59129.41857
10857	59129.31853
10858	59129.16393
10859	59129.08814
10860	59128.96082
10861	59128.78499
10862	59128.7092
10863	59128.46668
10864	59128.33633
10865	59128.29388
10866	59128.1605
10867	59128.07258
10868	59127.77549
10869	59127.66938
10870	59127.47233
10871	59126.9994
10872	59126.81448
10873	59126.62652
10874	59126.47493
10875	59126.15055
10876	59125.70186
10877	59125.41689
10878	59125.30168
10879	59124.9015
10880	59124.77113
10881	59124.5195
10882	59124.27393
10883	59123.89799
10884	59123.73428
10885	59123.52812
10886	59123.50083
10887	59123.13095
10888	59122.7823
10889	59122.60645
10890	59122.48518
10891	59122.08497
10892	59122.00311
10893	59121.93944
10894	59121.87274
10895	59121.68174
10896	59121.65142
10897	59121.61503
10898	59121.50589
10899	59121.45131
10900	59121.32094
10901	59121.16935
10902	59121.0511
10903	59120.72972
10904	59120.63573
10905	59120.48413
10906	59120.15972
10907	59119.95354
10908	59119.62912
10909	59119.48662
10910	59119.43507
10911	59119.32592
10912	59119.17735
10913	59119.01363
10914	59118.71952
10915	59118.60734
10916	59118.46786
10917	59118.29807
10918	59118.11008
10919	59117.67953
10920	59117.50367
10921	59117.16407
10922	59117.10646
10923	59117.04582
10924	59116.98214
10925	59116.72138
10926	59116.45455
10927	59116.4121
10928	59116.37269
10929	59116.29991
10930	59115.96638
10931	59115.86631
10932	59115.72077
10933	59115.60555
10934	59115.38117
10935	59115.28413
10936	59115.21439
10937	59115.1022
10938	59114.99304
10939	59114.62311
10940	59114.57763
10941	59114.29866
10942	59114.26531
10943	59113.85292
10944	59113.8044
10945	59113.76195
10946	59113.64369
10947	59113.54363
10948	59113.46175
10949	59113.19188
10950	59113.14943
10951	59113.10091
10952	59112.86136
10953	59112.78251
10954	59112.40347
10955	59112.13359
10956	59111.87584
10957	59111.75758
10958	59111.38156
10959	59111.33608
10960	59111.1329
10961	59111.01767
10962	59110.83876
10963	59110.38693
10964	59110.20195
10965	59110.07155
10966	59109.72281
10967	59109.6561
10968	59109.5439
10969	59109.48021
10970	59109.4044
10971	59109.34678
10972	59108.97985
10973	59108.76151
10974	59107.84871
10975	59107.66372
10976	59107.52725
10977	59107.39382
10978	59107.34833
10979	59107.12695
10980	59106.86917
10981	59106.37182
10982	59106.24445
10983	59106.19593
10984	59105.77135
10985	59105.6743
10986	59105.60758
10987	59105.46808
10988	59105.41349
10989	59105.40136
10990	59105.38316
10991	59105.31341
10992	59105.18907
10993	59105.02834
10994	59104.98891
10995	59104.72203
10996	59104.54007
10997	59104.43392
10998	59104.33081
10999	59104.22163
11000	59104.14581
11001	59104.09122
11002	59103.93351
11003	59103.8122
11004	59103.67269
11005	59103.50285
11006	59103.29966
11007	59103.24507
11008	59103.06916
11009	59102.8326
11010	59102.71432
11011	59102.52628
11012	59102.37767
11013	59102.22906
11014	59101.87725
11015	59101.86512
11016	59101.78626
11017	59101.4769
11018	59101.19181
11019	59101.03107
11020	59100.86729
11021	59100.7581
11022	59100.55186
11023	59100.45481
11024	59099.9574
11025	59099.74509
11026	59099.56007
11027	59099.52065
11028	59099.08389
11029	59098.99896
11030	59098.86551
11031	59098.84428
11032	59098.74722
11033	59098.5986
11034	59098.39235
11035	59098.15577
11036	59097.97076
11037	59097.77967
11038	59097.67048
11039	59097.48243
11040	59097.3338
11041	59096.97893
11042	59096.93646
11043	59096.84244
11044	59096.53912
11045	59096.39049
11046	59096.14784
11047	59095.92338
11048	59095.89609
11049	59095.81116
11050	59095.68983
11051	59095.5958
11052	59095.38347
11053	59095.31674
11054	59094.74649
11055	59094.5372
11056	59094.47957
11057	59093.92447
11058	59093.61508
11059	59093.42701
11060	59093.18435
11061	59092.93864
11062	59092.87798
11063	59092.70811
11064	59092.39567
11065	59092.02863
11066	59091.56452
11067	59091.54935
11068	59091.39465
11069	59090.9184
11070	59090.86986
11071	59090.71819
11072	59090.26924
11073	59090.03869
11074	59089.85971
11075	59089.74748
11076	59089.6413
11077	59089.40469
11078	59089.21054
11079	59088.96179
11080	59088.77068
11081	59088.50069
11082	59088.41575
11083	59088.1943
11084	59088.09419
11085	59087.52083
11086	59087.4905
11087	59087.41466
11088	59087.29028
11089	59087.16287
11090	59086.88377
11091	59086.75939
11092	59086.5986
11093	59086.40445
11094	59086.29524
11095	59086.14659
11096	59086.07681
11097	59085.97063
11098	59085.83411
11099	59085.7158
11100	59085.49737
11101	59085.38816
