iter	RMSE
264	90751.67167
265	90516.38922
266	90387.78835
267	90252.21603
268	90224.09251
269	90098.83859
270	90031.07541
271	89999.66431
272	89966.90736
273	89790.67089
274	89648.42934
275	89518.82186
276	89413.49949
277	89324.36507
278	89205.24266
279	89114.84594
280	89008.8764
281	88984.86418
282	88891.73488
283	88817.09736
284	88642.14198
285	88598.29048
286	88464.58342
287	88310.07415
288	88247.19778
289	88141.17751
290	87938.58702
291	87819.99747
292	87754.94389
293	87599.03972
294	87460.64074
295	87426.95707
296	87333.72636
297	87283.77147
298	87202.38882
299	87124.32081
300	87006.31901
301	86977.52928
302	86785.24764
303	86752.17369
304	86617.95947
305	86558.0454
306	86421.66716
307	86295.69244
308	86173.21125
309	86108.42068
310	85965.87885
311	85845.56224
312	85734.2975
313	85636.50724
314	85607.98131
315	85521.94822
316	85464.62581
317	85374.99246
318	85307.55751
319	85273.94826
320	85121.21999
321	85004.45672
322	84778.76583
323	84722.5824
324	84663.08007
325	84566.1241
326	84465.68691
327	84401.64138
328	84260.05844
329	84197.52132
330	84098.99276
331	83978.15726
332	83861.81166
333	83788.26434
334	83717.06763
335	83683.56073
336	83604.09795
337	83578.13832
338	83458.02208
339	83363.03613
340	83258.76228
341	83205.63709
342	83143.9238
343	83084.33509
344	83014.51687
345	82876.1185
346	82790.1218
347	82694.88023
348	82586.74595
349	82492.23871
350	82425.52899
351	82337.24607
352	82266.69358
353	82153.29608
354	82047.12213
355	81963.53171
356	81924.85745
357	81859.7875
358	81819.96005
359	81765.09768
360	81705.48183
361	81625.05523
362	81558.85379
363	81468.06076
364	81401.69642
365	81374.75224
366	81271.43863
367	81210.30382
368	81118.01139
369	81101.44109
370	81069.95747
371	81012.94989
372	80942.00047
373	80914.6108
374	80752.20425
375	80723.00929
376	80663.49881
377	80593.61626
378	80564.90227
379	80505.92061
380	80484.19557
381	80398.1642
382	80345.53471
383	80330.98292
384	80186.2095
385	80086.45238
386	80011.32105
387	79988.25158
388	79948.40656
389	79879.12365
390	79793.16325
391	79701.47432
392	79604.87923
393	79523.16668
394	79470.50807
395	79393.66953
396	79340.38276
397	79313.85928
398	79281.76528
399	79236.33948
400	79187.77297
401	79102.05382
402	79039.55402
403	79036.28826
404	78971.38494
405	78896.2005
406	78852.13932
407	78781.98788
408	78749.07164
409	78644.10478
410	78594.86214
411	78573.19728
412	78520.78276
413	78504.13461
414	78439.63192
415	78377.01556
416	78284.08931
417	78239.88503
418	78196.52224
419	78116.728
420	78066.98738
421	77953.49139
422	77891.22983
423	77875.52892
424	77832.35005
425	77805.3171
426	77770.39256
427	77722.65357
428	77697.94487
429	77652.97757
430	77600.19558
431	77539.93665
432	77470.05929
433	77434.21269
434	77424.9226
435	77357.21915
436	77300.7176
437	77240.72397
438	77204.72678
439	77181.16911
440	77138.10349
441	77087.19661
442	77044.74387
443	77023.69257
444	77000.98972
445	76991.78704
446	76970.34864
447	76955.27277
448	76903.77637
449	76799.7534
450	76766.45421
451	76713.06927
452	76655.52471
453	76623.73958
454	76610.17719
455	76556.20094
456	76503.03949
457	76468.1226
458	76437.26323
459	76409.28161
460	76366.81348
461	76333.73872
462	76274.89982
463	76209.3712
464	76172.56658
465	76113.12502
466	76070.8238
467	76045.07867
468	76014.45787
469	76010.21553
470	75931.29651
471	75894.95931
472	75873.02437
473	75838.55485
474	75777.86253
475	75726.84604
476	75665.79879
477	75575.44469
478	75536.97149
479	75481.48928
480	75455.1321
481	75392.12924
482	75362.87003
483	75332.61913
484	75301.37536
485	75285.42956
486	75253.3206
487	75224.13132
488	75186.02192
489	75166.57484
490	75115.20284
491	75104.31085
492	75096.72084
493	75052.76487
494	75040.25623
495	74989.42874
496	74961.34188
497	74927.96967
498	74919.78041
499	74851.68374
500	74839.86961
501	74780.56242
502	74745.22219
503	74695.57859
504	74664.21469
505	74609.52016
506	74570.1592
507	74554.57153
508	74511.003
509	74496.84423
510	74477.96812
511	74469.75585
512	74441.72575
513	74430.25836
514	74393.23376
515	74382.8843
516	74341.60223
517	74324.41108
518	74288.44126
519	74221.26028
520	74176.27322
521	74128.75135
522	74100.70353
523	74090.74626
524	74068.47062
525	73982.16486
526	73959.28696
527	73887.95682
528	73851.14821
529	73809.62945
530	73777.96424
531	73771.77583
532	73753.44569
533	73722.5806
534	73683.28347
535	73680.46148
536	73651.36923
537	73609.1631
538	73575.7233
539	73543.53572
540	73529.68309
541	73485.32886
542	73466.58079
543	73453.62633
544	73436.21023
545	73412.71781
546	73364.38128
547	73324.63306
548	73310.40165
549	73292.25939
550	73251.87985
551	73178.4248
552	73141.11942
553	73132.26438
554	73084.22308
555	73076.46005
556	73055.04061
557	73035.53416
558	73012.06504
559	72964.99605
560	72956.47343
561	72927.03338
562	72892.8036
563	72868.4669
564	72818.56786
565	72780.52389
566	72769.99186
567	72739.04214
568	72706.58276
569	72642.45948
570	72613.55122
571	72563.01989
572	72543.39844
573	72527.27878
574	72485.35783
575	72437.39478
576	72417.75909
577	72403.21822
578	72361.13126
579	72351.50936
580	72337.62671
581	72319.58245
582	72269.76329
583	72248.45947
584	72205.68652
585	72188.33435
586	72163.26329
587	72148.55187
588	72133.75297
589	72107.51198
590	72065.12299
591	72006.49026
592	72002.28064
593	71993.60173
594	71974.73406
595	71950.10178
596	71939.4432
597	71906.07945
598	71888.2984
599	71859.56568
600	71845.19875
601	71810.81773
602	71749.39152
603	71735.48729
604	71706.66834
605	71691.01063
606	71660.90812
607	71657.98398
608	71637.962
609	71622.1291
610	71594.0607
611	71586.2162
612	71552.43222
613	71504.47762
614	71490.93445
615	71475.92164
616	71427.56183
617	71412.34996
618	71383.2298
619	71370.08054
620	71350.74903
621	71315.88332
622	71289.22059
623	71275.03043
624	71237.90085
625	71218.93114
626	71193.46582
627	71160.93119
628	71130.45315
629	71099.12503
630	71092.1664
631	71079.21547
632	71059.30034
633	71039.57895
634	71012.55754
635	70976.84383
636	70957.98368
637	70943.17645
638	70934.10515
639	70922.39666
640	70890.90075
641	70860.78466
642	70848.77056
643	70825.0754
644	70802.74955
645	70791.33078
646	70770.42029
647	70751.65205
648	70724.31788
649	70721.10662
650	70712.62281
651	70702.01092
652	70686.32593
653	70667.67233
654	70657.18815
655	70639.95295
656	70625.72117
657	70596.76657
658	70577.82518
659	70554.12032
660	70549.45309
661	70530.24738
662	70515.5664
663	70488.39243
664	70482.2738
665	70475.48825
666	70443.29887
667	70419.22546
668	70409.14979
669	70398.72131
670	70382.9178
671	70366.70061
672	70344.10952
673	70310.77396
674	70293.45893
675	70276.14473
676	70245.32618
677	70214.62175
678	70184.974
679	70180.85945
680	70144.79384
681	70116.25931
682	70111.05672
683	70074.87589
684	70049.96194
685	70037.68847
686	70002.20974
687	69963.09805
688	69902.05345
689	69890.13615
690	69862.66503
691	69839.07162
692	69827.35664
693	69820.27639
694	69806.78907
695	69774.88977
696	69770.25263
697	69748.95635
698	69734.11089
699	69718.13872
700	69667.69428
701	69642.76593
702	69620.03262
703	69587.81588
704	69569.33925
705	69544.47359
706	69526.53975
707	69504.34095
708	69491.61258
709	69487.1758
710	69463.44711
711	69448.74969
712	69441.64374
713	69435.1334
714	69427.64654
715	69418.94268
716	69390.73997
717	69379.29033
718	69367.51062
719	69349.74555
720	69333.36426
721	69322.41711
722	69302.77566
723	69292.64372
724	69284.1868
725	69240.05644
726	69208.59263
727	69199.02973
728	69182.60757
729	69168.34285
730	69151.73974
731	69139.38978
732	69133.78698
733	69126.15079
734	69106.91007
735	69096.99066
736	69086.57428
737	69064.27559
738	69047.34372
739	69037.90647
740	69011.23637
741	68989.15757
742	68970.73368
743	68963.15741
744	68949.83259
745	68922.72269
746	68913.70016
747	68891.71499
748	68879.90655
749	68864.67332
750	68859.71718
751	68844.32847
752	68840.2119
753	68818.75545
754	68811.83973
755	68799.064
756	68777.20378
757	68743.05884
758	68736.4693
759	68718.80716
760	68706.78898
761	68704.39136
762	68690.13432
763	68665.36012
764	68652.95139
765	68628.03056
766	68613.4938
767	68583.78117
768	68571.2139
769	68561.72419
770	68548.01539
771	68538.38909
772	68503.17005
773	68482.05035
774	68477.57433
775	68469.7393
776	68452.92222
777	68438.75423
778	68420.34194
779	68409.46879
780	68402.73443
781	68373.43356
782	68362.96986
783	68339.17345
784	68317.53339
785	68296.03084
786	68289.24854
787	68286.67614
788	68281.71741
789	68277.86622
790	68270.91933
791	68266.85747
792	68239.22933
793	68229.73811
794	68227.32372
795	68219.18142
796	68207.34326
797	68195.87893
798	68181.97037
799	68170.98032
800	68159.57299
801	68139.94621
802	68118.47444
803	68113.44031
804	68095.8877
805	68072.41134
806	68062.99957
807	68050.40198
808	68033.92914
809	68024.69914
810	68014.94343
811	68011.77819
812	67992.22739
813	67984.20194
814	67969.10026
815	67940.60439
816	67927.82577
817	67915.30341
818	67900.5903
819	67877.27086
820	67856.30241
821	67837.44666
822	67825.24852
823	67808.98534
824	67804.36972
825	67794.47919
826	67788.65418
827	67774.82868
828	67770.626
829	67762.77535
830	67750.63521
831	67738.694
832	67716.56558
833	67688.19909
834	67674.14912
835	67661.83412
836	67644.96723
837	67628.52022
838	67617.06908
839	67594.6781
840	67583.23449
841	67575.62468
842	67569.58184
843	67560.17165
844	67544.26926
845	67532.07391
846	67522.87087
847	67519.74362
848	67513.86039
849	67495.91815
850	67494.61153
851	67482.91455
852	67473.75793
853	67462.01482
854	67454.62252
855	67446.23279
856	67444.15181
857	67431.56355
858	67422.72697
859	67411.2781
860	67399.94696
861	67380.88636
862	67376.47553
863	67370.33235
864	67357.46949
865	67341.82001
866	67316.93836
867	67310.77377
868	67300.99714
869	67291.3576
870	67290.06565
871	67286.14171
872	67273.12954
873	67263.25416
874	67238.50073
875	67230.65993
876	67224.89805
877	67213.43415
878	67204.85962
879	67197.48438
880	67179.67643
881	67177.91272
882	67170.53719
883	67160.05155
884	67148.662
885	67138.47731
886	67123.52449
887	67106.70127
888	67096.59836
889	67084.50066
890	67078.75028
891	67073.7851
892	67062.34081
893	67054.55693
894	67044.33121
895	67038.83139
896	67020.46778
897	67010.88954
898	67003.47957
899	66991.91089
900	66983.74687
901	66976.32319
902	66968.07161
903	66964.65078
904	66957.32671
905	66937.56701
906	66926.13693
907	66917.15056
908	66899.49039
909	66899.25192
910	66895.50602
911	66890.68535
912	66877.03069
913	66866.46953
914	66849.9302
915	66839.37012
916	66833.88831
917	66828.93712
918	66819.27777
919	66808.10112
920	66800.07027
921	66788.78036
922	66780.37677
923	66776.46046
924	66771.33858
925	66760.05456
926	66758.64493
927	66754.10437
928	66732.98177
929	66723.42673
930	66717.22879
931	66705.52985
932	66694.44164
933	66687.75988
934	66683.04784
935	66673.4023
936	66662.48622
937	66657.68365
938	66647.95376
939	66631.80675
940	66624.27659
941	66614.31579
942	66607.94085
943	66598.50245
944	66578.5851
945	66557.68419
946	66554.67318
947	66545.6609
948	66544.17131
949	66536.85753
950	66524.39936
951	66518.97513
952	66508.3086
953	66501.32242
954	66487.94636
955	66471.09711
956	66463.11724
957	66444.63768
958	66436.2742
959	66432.74233
960	66431.76018
961	66425.50804
962	66415.50663
963	66403.74913
964	66394.70557
965	66384.82912
966	66373.67113
967	66370.56266
968	66366.32777
969	66348.26162
970	66345.01686
971	66339.52392
972	66330.42836
973	66326.38549
974	66318.03953
975	66301.24172
976	66290.42389
977	66280.467
978	66275.85312
979	66273.21067
980	66261.69845
981	66245.14341
982	66240.84368
983	66233.07963
984	66224.94115
985	66206.33284
986	66203.09467
987	66189.60689
988	66187.15599
989	66178.63809
990	66175.99989
991	66164.19712
992	66151.52787
993	66143.31974
994	66134.39776
995	66129.05809
996	66113.79294
997	66112.32886
998	66106.94402
999	66105.5747
1000	66100.46862
1001	66090.14952
1002	66085.67424
1003	66079.28899
1004	66071.65788
1005	66050.96293
1006	66046.9328
1007	66029.77284
1008	66025.32062
1009	66018.75848
1010	65999.79329
1011	65995.86325
1012	65990.56941
1013	65985.47617
1014	65975.45968
1015	65968.19969
1016	65960.56117
1017	65956.86252
1018	65951.17961
1019	65942.77257
1020	65937.34398
1021	65932.53481
1022	65930.00367
1023	65911.02382
1024	65904.52101
1025	65897.45178
1026	65890.99116
1027	65882.81042
1028	65872.09531
1029	65864.23064
1030	65855.60292
1031	65844.3852
1032	65841.29801
1033	65825.36977
1034	65822.23539
1035	65818.06871
1036	65816.81321
1037	65807.48197
1038	65800.80548
1039	65798.18482
1040	65781.53221
1041	65769.91212
1042	65748.11074
1043	65742.67153
1044	65742.01443
1045	65739.15966
1046	65735.40492
1047	65726.01303
1048	65721.00839
1049	65714.64498
1050	65705.05916
1051	65695.53197
1052	65684.34695
1053	65682.3193
1054	65681.09123
1055	65670.44146
1056	65667.39523
1057	65655.23621
1058	65648.82001
1059	65647.14624
1060	65631.49861
1061	65622.69279
1062	65621.27239
1063	65607.67319
1064	65600.80423
1065	65584.9105
1066	65575.91801
1067	65567.45739
1068	65562.10162
1069	65552.47982
1070	65544.58775
1071	65534.07718
1072	65530.43924
1073	65527.94455
1074	65521.29702
1075	65515.3383
1076	65505.7671
1077	65499.78234
1078	65496.79112
1079	65484.1953
1080	65478.09633
1081	65474.94807
1082	65470.24456
1083	65464.38524
1084	65453.12785
1085	65450.8274
1086	65443.38595
1087	65438.51309
1088	65428.76079
1089	65423.21558
1090	65417.88088
1091	65413.77065
1092	65410.25209
1093	65395.66337
1094	65391.11589
1095	65378.32973
1096	65359.90822
1097	65357.99392
1098	65341.43213
1099	65338.6065
1100	65335.10857
1101	65329.27006
1102	65327.51401
1103	65322.77245
1104	65319.46578
1105	65315.11608
1106	65307.39294
1107	65301.77154
1108	65299.26262
1109	65298.34851
1110	65297.72812
1111	65295.47709
1112	65276.50496
1113	65268.18953
1114	65266.38516
1115	65260.79319
1116	65243.16271
1117	65242.61323
1118	65228.75097
1119	65210.64454
1120	65208.69013
1121	65200.83342
1122	65192.93452
1123	65181.96575
1124	65168.56644
1125	65159.72556
1126	65150.70466
1127	65142.9235
1128	65141.00283
1129	65135.84591
1130	65121.41042
1131	65111.8639
1132	65098.24916
1133	65090.01285
1134	65081.38164
1135	65072.44904
1136	65070.16543
1137	65056.04049
1138	65048.00827
1139	65043.55223
1140	65036.55754
1141	65034.55931
1142	65031.92155
1143	65028.89503
1144	65026.29564
1145	65020.3522
1146	65014.14906
1147	65003.00121
1148	64994.03301
1149	64987.45224
1150	64983.64303
1151	64981.60456
1152	64974.2749
1153	64966.69334
1154	64958.77701
1155	64953.00677
1156	64951.75662
1157	64946.12101
1158	64934.84278
1159	64921.3759
1160	64919.91806
1161	64916.39758
1162	64915.02799
1163	64911.87452
1164	64901.33881
1165	64897.94714
1166	64891.72953
1167	64879.98323
1168	64876.76174
1169	64870.04749
1170	64859.09597
1171	64857.58422
1172	64851.21901
1173	64847.91594
1174	64844.03495
1175	64840.93608
1176	64838.38167
1177	64836.46028
1178	64834.56371
1179	64831.50032
1180	64826.51234
1181	64821.17554
1182	64817.04407
1183	64815.48156
1184	64803.67164
1185	64800.18081
1186	64798.41042
1187	64783.47364
1188	64779.78249
1189	64766.06196
1190	64764.82481
1191	64763.00087
1192	64756.70664
1193	64753.40981
1194	64744.96076
1195	64741.91805
1196	64740.37311
1197	64736.30847
1198	64728.20611
1199	64726.5473
1200	64723.4428
1201	64718.69853
1202	64712.02328
1203	64708.66323
1204	64695.89458
1205	64691.2896
1206	64687.04452
1207	64679.20204
1208	64676.75211
1209	64673.4623
1210	64666.26126
1211	64658.5521
1212	64652.68853
1213	64648.34388
1214	64646.01755
1215	64643.49981
1216	64639.53446
1217	64634.63149
1218	64633.32804
1219	64631.30071
1220	64627.59532
1221	64624.30855
1222	64616.53335
1223	64604.17378
1224	64603.96291
1225	64596.55433
1226	64583.36939
1227	64582.07046
1228	64578.00973
1229	64564.4712
1230	64558.31865
1231	64555.91134
1232	64553.64277
1233	64543.64291
1234	64541.08507
1235	64537.58837
1236	64533.1943
1237	64531.09715
1238	64524.08024
1239	64523.64687
1240	64515.7373
1241	64514.51479
1242	64512.43371
1243	64507.0098
1244	64497.29452
1245	64491.87768
1246	64485.66539
1247	64479.18841
1248	64476.96163
1249	64471.62926
1250	64470.31973
1251	64467.31133
1252	64466.81085
1253	64460.42374
1254	64455.20124
1255	64454.69232
1256	64452.03083
1257	64448.7518
1258	64437.59515
1259	64432.63787
1260	64428.11702
1261	64422.1657
1262	64420.4517
1263	64414.86143
1264	64407.62313
1265	64405.18513
1266	64400.32
1267	64393.99032
1268	64385.93397
1269	64380.84743
1270	64377.16103
1271	64376.84083
1272	64372.92587
1273	64364.67751
1274	64356.85703
1275	64351.81554
1276	64347.99377
1277	64342.55043
1278	64339.77007
1279	64336.95896
1280	64332.24469
1281	64330.41685
1282	64329.48619
1283	64325.48197
1284	64322.89874
1285	64316.88194
1286	64313.97785
1287	64312.32507
1288	64310.13153
1289	64305.65503
1290	64302.83963
1291	64301.60751
1292	64297.86639
1293	64296.77077
1294	64294.75234
1295	64292.14557
1296	64289.65859
1297	64280.87809
1298	64276.8541
1299	64271.50235
1300	64265.39427
1301	64263.35812
1302	64261.6371
1303	64257.26601
1304	64249.72818
1305	64238.04027
1306	64230.79042
1307	64222.35076
1308	64219.13536
1309	64213.03347
1310	64210.64392
1311	64208.29615
1312	64206.50944
1313	64205.4011
1314	64199.8284
1315	64197.56959
1316	64195.26044
1317	64191.86217
1318	64190.1169
1319	64187.67343
1320	64182.99568
1321	64180.56591
1322	64177.54672
1323	64173.02745
1324	64171.87104
1325	64167.73407
1326	64167.20611
1327	64161.68597
1328	64153.83235
1329	64149.62157
1330	64143.16375
1331	64135.76902
1332	64132.47661
1333	64124.35386
1334	64121.48298
1335	64112.04478
1336	64109.95623
1337	64106.49752
1338	64103.53077
1339	64100.96376
1340	64099.2216
1341	64095.54698
1342	64091.11142
1343	64087.87545
1344	64085.52878
1345	64081.09532
1346	64071.71553
1347	64069.31511
1348	64061.52292
1349	64057.14657
1350	64055.2689
1351	64054.15514
1352	64052.96861
1353	64048.51611
1354	64043.63227
1355	64039.90407
1356	64036.33521
1357	64031.25449
1358	64027.29041
1359	64024.48517
1360	64017.72353
1361	64015.36589
1362	64009.86906
1363	64006.79141
1364	64002.61856
1365	63999.00561
1366	63994.87147
1367	63992.08722
1368	63991.57741
1369	63988.26357
1370	63984.47332
1371	63978.49754
1372	63975.45761
1373	63973.91377
1374	63963.65233
1375	63959.19922
1376	63956.36857
1377	63948.2655
1378	63942.5975
1379	63935.68702
1380	63931.48991
1381	63929.77117
1382	63925.86529
1383	63920.08033
1384	63910.28986
1385	63909.51295
1386	63904.30714
1387	63900.32396
1388	63899.35618
1389	63897.29153
1390	63893.43416
1391	63891.48715
1392	63885.76642
1393	63883.79673
1394	63877.29801
1395	63861.03709
1396	63858.29191
1397	63855.36135
1398	63849.47455
1399	63848.02031
1400	63845.23247
1401	63842.46415
1402	63839.20996
1403	63831.8109
1404	63827.95238
1405	63822.68375
1406	63820.97332
1407	63818.77974
1408	63817.5467
1409	63814.79965
1410	63812.73227
1411	63809.98501
1412	63797.90749
1413	63792.25704
1414	63786.66792
1415	63783.88863
1416	63778.34374
1417	63776.1234
1418	63771.16811
1419	63767.41555
1420	63763.60373
1421	63758.46192
1422	63757.1996
1423	63750.0244
1424	63746.99607
1425	63743.2927
1426	63737.71897
1427	63733.98694
1428	63729.58247
1429	63728.60084
1430	63723.97378
1431	63721.64465
1432	63720.95828
1433	63718.50807
1434	63712.72398
1435	63711.35665
1436	63705.58879
1437	63704.54771
1438	63702.18411
1439	63699.19008
1440	63696.86567
1441	63692.53181
1442	63687.76985
1443	63686.25844
1444	63683.66054
1445	63682.25318
1446	63680.04919
1447	63675.28348
1448	63673.89564
1449	63672.87375
1450	63671.02979
1451	63668.75221
1452	63668.26234
1453	63666.54776
1454	63662.76088
1455	63658.78511
1456	63656.37475
1457	63648.36022
1458	63644.69899
1459	63643.41188
1460	63637.55055
1461	63635.87739
1462	63632.15911
1463	63631.55346
1464	63631.20415
1465	63626.76721
1466	63623.19771
1467	63621.58334
1468	63620.60005
1469	63618.24178
1470	63610.64231
1471	63604.87378
1472	63598.68195
1473	63595.29127
1474	63592.82777
1475	63589.60308
1476	63588.87018
1477	63586.96459
1478	63585.96103
1479	63584.47539
1480	63578.88773
1481	63576.52792
1482	63568.44692
1483	63563.9351
1484	63562.70557
1485	63561.06147
1486	63558.48665
1487	63552.40877
1488	63548.83791
1489	63546.00591
1490	63544.70552
1491	63540.87752
1492	63531.1725
1493	63520.22436
1494	63516.26507
1495	63513.27357
1496	63511.84268
1497	63508.76912
1498	63507.22805
1499	63506.60992
1500	63503.61514
1501	63502.48042
1502	63500.03026
1503	63497.18761
1504	63496.35201
1505	63495.47123
1506	63493.15348
1507	63491.51605
1508	63488.8283
1509	63487.63402
1510	63487.00723
1511	63486.17432
1512	63484.59882
1513	63483.22093
1514	63481.98702
1515	63480.5413
1516	63472.74461
1517	63470.37237
1518	63469.44322
1519	63465.27459
1520	63461.81181
1521	63459.68209
1522	63458.9957
1523	63458.46466
1524	63455.05519
1525	63447.96448
1526	63446.62535
1527	63440.2429
1528	63434.28649
1529	63429.88382
1530	63426.37107
1531	63423.45446
1532	63421.1793
1533	63419.475
1534	63416.60048
1535	63411.25527
1536	63406.51741
1537	63400.81512
1538	63397.12828
1539	63394.67405
1540	63393.39034
1541	63392.52793
1542	63389.42313
1543	63388.82082
1544	63386.99122
1545	63385.07107
1546	63378.04607
1547	63376.09171
1548	63373.16713
1549	63370.24525
1550	63363.77024
1551	63361.37978
1552	63357.85191
1553	63351.14079
1554	63349.06393
1555	63343.2263
1556	63341.83401
1557	63339.36914
1558	63338.06734
1559	63334.92591
1560	63333.95798
1561	63329.81156
1562	63327.70287
1563	63324.37127
1564	63323.10596
1565	63317.74436
1566	63314.0442
1567	63309.89931
1568	63307.97399
1569	63306.76781
1570	63305.76264
1571	63304.75462
1572	63299.84455
1573	63296.03007
1574	63291.62344
1575	63290.11107
1576	63289.58428
1577	63289.33221
1578	63288.7516
1579	63286.49993
1580	63284.69569
1581	63284.2425
1582	63282.62799
1583	63280.37326
1584	63279.49514
1585	63277.17514
1586	63275.6426
1587	63275.06186
1588	63272.89752
1589	63272.0108
1590	63269.38455
1591	63268.16347
1592	63262.83405
1593	63262.36087
1594	63259.21568
1595	63253.2564
1596	63251.12532
1597	63249.42494
1598	63245.99569
1599	63245.358
1600	63243.6773
1601	63243.52992
1602	63242.91205
1603	63242.17512
1604	63234.66652
1605	63231.52847
1606	63230.01466
1607	63228.57452
1608	63225.88694
1609	63224.7529
1610	63223.1964
1611	63222.02263
1612	63221.06147
1613	63217.19403
1614	63215.98611
1615	63214.16853
1616	63213.30934
1617	63208.30993
1618	63208.00365
1619	63206.44958
1620	63204.06451
1621	63202.59826
1622	63201.61128
1623	63198.33261
1624	63192.00166
1625	63184.68001
1626	63179.12793
1627	63178.86691
1628	63176.18572
1629	63175.3402
1630	63173.94138
1631	63172.05165
1632	63169.86675
1633	63165.94793
1634	63163.54998
1635	63162.14239
1636	63158.59204
1637	63158.172
1638	63155.78227
1639	63152.52108
1640	63151.00254
1641	63149.16605
1642	63148.32585
1643	63146.27355
1644	63145.94142
1645	63141.67478
1646	63137.62362
1647	63137.35107
1648	63136.04794
1649	63135.75267
1650	63132.12986
1651	63131.43991
1652	63124.45483
1653	63121.24882
1654	63121.15795
1655	63120.16118
1656	63118.07672
1657	63115.06635
1658	63109.70696
1659	63108.36065
1660	63101.87297
1661	63101.55766
1662	63097.60903
1663	63096.00394
1664	63091.81063
1665	63091.51232
1666	63086.23617
1667	63082.1786
1668	63077.70873
